"","Id2","TotalTotalPopulation","MaleTotalPopulation","FemaleTotalPopulation","M_5To14Years","F_5To14Years","M_15To17Years","F_15To17Years","M_18To24Years","F_18To24Years","M_15To44Years","F_15To44Years","M_18YearsAndOver","F_18YearsAndOver","M_MedianAge","F_MedianAge","M_Percent","F_Percent"
"18270",54737,520,272,248,14.3,15.3,2.2,4.4,8.8,6,36.8,32.3,79.4,75.8,40.9,44.4,53,48
"18271",54738,3056,1552,1504,18.3,15.8,3.3,4.8,10.1,6.9,29.7,36.6,72.9,73.9,41.9,41.2,51,50
"18272",54739,4752,2410,2342,16,14.5,3.7,3.2,7.8,7.1,39.8,35.1,73.2,72.2,36.3,36.8,51,50
"18273",54740,2221,1136,1085,10.7,10.8,3,4.6,8.2,7,35.9,34.1,78.5,78.4,40.8,43.3,52,49
"18274",54741,1544,749,795,12.3,12.8,3.6,4.7,14.4,17.7,35.2,40.6,80.2,78.2,44,38.1,49,52
"18275",54742,3905,1972,1933,12.6,16.3,2.7,5.5,6.5,4.4,33.6,32.6,79.2,73.4,43.3,42.9,51,50
"18276",54745,2098,1025,1073,14.5,13.3,1.4,4.7,2.9,3.2,19.3,24.8,80,73.1,52.7,47.3,49,52
"18277",54746,722,358,364,19.6,16.8,2.2,1.4,3.4,1.9,26.5,26.9,76.8,76.9,45.4,45.6,50,51
"18278",54747,2583,1371,1212,15,12.8,4.5,5.8,5.2,5.7,33.1,38.1,70.6,74.6,37.9,40.3,54,47
"18279",54748,1151,545,606,10.1,18.6,1.1,1.2,8.4,6.8,19.1,23.4,85.1,77.9,51.6,48.7,48,53
"18280",54749,1179,627,552,14.2,10,1.8,3.6,5.3,4.3,38.9,33,79.9,82.4,39.3,47.9,54,47
"18281",54750,925,521,404,8.8,6.9,7.5,5.4,5.6,5.7,34,33.4,75.8,85.9,44.5,50.3,57,44
"18282",54751,25904,12774,13130,10.3,10.5,3.2,3.2,28.8,27.5,52.7,50,82.3,81.5,27.2,28.5,50,51
"18283",54754,1719,836,883,11.7,14.6,5.4,9.9,5.3,4.4,28.2,36.9,75.2,74,46,43.6,49,52
"18284",54755,7555,3761,3794,16.5,13.5,3.3,5.2,7.2,8.7,32.4,36.2,73,75,40.2,40.6,50,51
"18285",54756,857,458,399,8.7,6.3,4.1,8.3,4.6,1.3,39.7,31.3,85.2,79.2,44.3,49.1,54,47
"18286",54757,3524,1840,1684,14.7,14.4,4.6,3.5,5.1,4.6,34.6,31.7,74,75.8,41.2,43,53,48
"18287",54758,4776,2453,2323,12.6,14.8,4.9,5.4,9.1,5.5,37.2,31.3,76.8,73.7,41.1,43.8,52,49
"18288",54759,1547,738,809,9.8,10.8,2.2,4.7,6.4,2.2,28.2,27.9,81.7,80.3,50.9,50.2,48,53
"18289",54760,180,91,89,1.1,6.7,0,0,8.8,3.4,39.6,13.5,96.7,92.1,50.4,61.4,51,50
"18290",54761,1335,721,614,12.8,15,5.7,2.1,6.9,5.4,30.8,24.6,71.8,75.7,42.1,47.3,55,46
"18291",54762,1165,580,585,15.7,14,5.2,4.3,4.3,3.4,31,27.2,73.1,78.1,40.9,47.3,50,51
"18292",54763,1255,640,615,11.7,17.1,3.1,4.4,2.8,5.4,30.3,30.2,80.5,70.9,48.6,39.1,51,50
"18293",54765,37,22,15,0,0,0,0,22.7,33.3,54.5,33.3,54.5,100,20.2,60.4,60,41
"18294",54766,1632,860,772,21.3,15.2,3.8,3.6,5.7,6.7,26.3,34.5,63.4,74.9,34.4,37.9,53,48
"18295",54767,3245,1669,1576,14.9,12.5,3.1,4.2,10.2,4.9,36.1,35.5,74.6,74.6,37.1,40.3,52,49
"18296",54768,6138,3463,2675,10.9,14.9,4.1,4.3,7.8,8,48.4,37.1,78.5,73,35.3,35.9,57,44
"18297",54769,389,198,191,6.6,4.7,2.5,6.3,6.6,2.1,20.2,23,89.4,87.4,56.5,54.9,51,50
"18298",54770,2122,1093,1029,13.3,11.4,3.8,3.9,7,5.9,32.7,32.8,75.2,75.9,40.7,43,52,49
"18299",54771,4360,2151,2209,16.3,17.9,3.9,5.6,8.2,6.8,34.3,33.5,71.2,67.7,36.1,34.9,50,51
"18300",54772,1058,540,518,10.7,11.8,3.3,4.1,6.5,11.4,38.5,39.2,73.3,79.7,37.7,41.5,52,49
"18301",54773,3330,1671,1659,13.2,13.1,5.2,4.6,4.9,6.8,35.1,33.2,73.8,75,40.5,42.4,51,50
"18302",54801,6509,3185,3324,13.3,11.9,4.7,2.9,5.9,5.6,32.3,28.3,76.9,80.3,44.3,48.2,49,52
"18303",54805,1551,826,725,12.6,13.4,2.8,3,8.5,7.2,37.2,34.1,75.4,70.5,38.3,35.1,54,47
"18304",54806,11496,5781,5715,11.5,10.7,4.8,2.8,11.1,9.4,38.9,34.4,77.7,80,39.5,43.6,51,50
"18305",54810,2261,1185,1076,9.7,11.2,3.2,5.6,7.3,3.4,31.3,27.5,82.3,78.2,48.2,49.5,53,48
"18306",54812,5531,2808,2723,7.2,10.9,4.8,3.9,16.7,9.6,41.2,36.4,78,79.6,37.4,42.8,51,50
"18307",54813,555,301,254,6.6,15,2.3,0.8,1.3,2.4,20.6,26.4,82.1,78.7,52,46,55,46
"18308",54814,2632,1333,1299,9.1,14.5,5.3,3.5,8.6,7.7,34.6,32.5,79.5,77.1,45.4,44.2,51,50
"18309",54817,2142,1026,1116,8.7,10,2.6,2.7,5.4,4,22.1,22.9,87.6,82,57,53.3,48,53
"18310",54819,2551,1332,1219,10.3,12.4,5.6,4.9,5.9,2.6,30.2,29,76.4,79.7,46.1,48.5,53,48
"18311",54820,694,363,331,12.9,8.8,6.1,5.1,6.6,5.4,24,28.4,78.2,84,50.2,49.6,53,48
"18312",54821,1344,695,649,6.2,2.9,3,4.3,2.2,6.8,19.7,24.5,86.5,90.1,57.9,58.2,52,49
"18313",54822,4585,2267,2318,13.5,16.5,4.3,5.3,6.1,5.2,36.3,34.9,75.4,72.2,40.2,39.5,50,51
"18314",54824,2247,1149,1098,18.5,13.2,3.9,1.7,6.9,7.5,33.2,34.9,68.1,78.1,35.9,40.5,52,49
"18315",54826,832,428,404,14,8.2,2.6,5.2,3.7,4.5,28,31.4,79.9,82.7,46.9,49.8,52,49
"18316",54827,162,83,79,2.4,0,4.8,0,1.2,2.5,20.5,12.7,92.8,100,61.5,60.7,52,49
"18317",54828,879,441,438,14.5,14.2,0.7,3.4,9.3,3.2,28.8,30.8,74.6,76.3,42.2,44.4,51,50
"18318",54829,5151,2570,2581,13.3,13,4.4,2.6,8.2,6.2,31.6,29,75.7,79,44,47.3,50,51
"18319",54830,3068,1618,1450,8,5.7,1.2,2.1,2.3,1.2,15.1,16.2,87.3,90.1,59.7,59.7,53,48
"18320",54832,457,205,252,11.2,6.7,1,7.5,4.9,5.6,22,28.6,87.8,84.1,54.9,57.3,45,56
"18321",54835,892,481,411,7.3,10,2.1,6.6,2.5,4.6,36,33.3,87.5,79.8,48.9,48.2,54,47
"18322",54836,1105,615,490,15,11.2,4.4,0,10.2,4.7,38.2,39.4,70.6,84.3,35.6,40.7,56,45
"18323",54837,3551,1756,1795,10.9,11.3,5.2,3,5.4,6,29.8,26.6,76.8,78.1,46.9,47.5,50,51
"18324",54838,1366,769,597,2.9,6.5,1.3,4,5.9,3.5,30.6,17.6,94.5,82.4,55.1,55.1,57,44
"18325",54839,306,157,149,6.4,14.8,4.5,6,5.1,1.3,35.7,34.2,79,75.8,43.1,44.1,52,49
"18326",54840,4415,2193,2222,13.9,11.1,4.2,4.4,5.9,9.2,31.3,35.6,76.6,78.1,44.5,43,50,51
"18327",54841,307,160,147,18.8,21.8,3.8,2,2.5,6.8,42.5,41.5,67.5,70.7,29.6,33.6,53,48
"18328",54842,70,30,40,10,7.5,0,0,0,0,33.3,17.5,80,92.5,43.5,50,43,58
"18329",54843,11288,5523,5765,11.6,12,4.6,3.9,6.9,5.9,31.4,30.1,77.6,77.4,45.3,46.2,49,52
"18330",54844,236,127,109,6.3,8.3,0,1.8,0,3.7,16.5,25.7,91.3,87.2,62.1,59.5,54,47
"18331",54845,144,62,82,0,13.4,3.2,3.7,4.8,3.7,35.5,35.4,96.8,80.5,51.4,44.5,44,57
"18332",54846,591,289,302,10.4,11.9,2.4,6.3,4.8,4.3,28.7,27.2,83.4,69.5,48.4,43.5,49,52
"18333",54847,2322,1198,1124,9.4,11.3,4.8,3.5,5.6,6.2,25.4,24.9,78.4,82.4,49.4,50.6,52,49
"18334",54848,5999,2912,3087,13,11.3,4.3,3.7,8.8,9,35.6,30.6,78.6,79.7,43.2,47.5,49,52
"18335",54849,2100,1064,1036,11.3,12.9,3.9,3.5,4.2,4.2,28.7,26.2,78.9,76.8,48.2,46.9,51,50
"18336",54850,180,93,87,9.7,4.6,0,0,0,0,2.2,17.2,90.3,95.4,58,57.9,52,49
"18337",54853,4172,2027,2145,11.5,12.2,3.4,3.7,5.6,6.2,30.6,30.1,78.5,78.9,46,46.3,49,52
"18338",54854,1037,546,491,15.4,19.3,5.5,3.5,2.2,4.3,34.8,33.6,71.6,70.3,40.9,36.5,53,48
"18339",54855,951,524,427,20.6,20.6,10.3,5.6,11.5,16.6,40.1,47.3,57.6,67,22.7,25.8,56,45
"18340",54856,1530,826,704,15.1,11.5,3.9,3.6,4.2,6,33.7,36.1,74.6,79.7,40,41.4,54,47
"18341",54857,19,9,10,0,0,0,0,0,0,0,100,100,100,NA,NA,48,53
"18342",54858,1655,935,720,7.4,7.5,5.7,3.2,12.5,9.3,39,33.8,78.9,81.8,42.2,46.3,57,44
"18343",54859,1638,831,807,9.4,11.5,1.3,3.3,5.5,5.3,21.5,22.7,84.1,83.5,54.9,55.6,51,50
"18344",54861,190,86,104,31.4,24,2.3,0,12.8,23.1,38.4,42.3,53.5,62.5,23.3,24.1,46,55
"18345",54862,268,117,151,8.5,6.6,3.4,0,9.4,0.7,39.3,8.6,85.5,91.4,43.5,61.1,44,57
"18346",54864,1447,715,732,16.2,16.5,3.1,7.2,7,7.9,36.9,42.3,72.9,69.9,36.7,35.3,50,51
"18347",54865,426,232,194,6,7.7,2.6,1,5.2,4.6,21.1,14.9,89.2,91.2,57.9,56.7,55,46
"18348",54867,247,141,106,7.1,6.6,0.7,1.9,3.5,2.8,17.7,15.1,87.9,89.6,57.5,59.3,58,43
"18349",54868,15648,7636,8012,12.8,9.4,4.5,4,7.6,7.3,37,32.8,78.2,81.7,40.8,47.2,49,52
"18350",54870,1666,846,820,9.9,6.6,2,6.1,3.7,8.3,26.7,32,85.8,83.7,52,51.8,51,50
"18351",54871,3218,1578,1640,11.9,16,5.8,4.8,4,3.7,31.2,32.7,72.8,74.7,41.9,43.1,50,51
"18352",54872,2575,1324,1251,11.9,11.9,4.2,3,7.9,5,34,30.1,76.8,79,44.3,45.8,52,49
"18353",54873,2636,1396,1240,12.7,4.9,3.3,2.7,3.2,4.6,22.5,23.6,78.9,88,51.5,52.9,53,48
"18354",54874,3688,1952,1736,15.7,12.9,4,4.6,5.5,4.3,33.9,34.8,73,77.3,39.8,43,53,48
"18355",54875,998,518,480,7.9,6,0.8,0.8,4.8,7.1,26.6,31,85.9,87.3,52.1,49.8,52,49
"18356",54876,1674,857,817,7.8,8.9,2.3,1.7,9.9,8.3,26.7,22.9,85.6,79.8,52.8,52.1,52,49
"18357",54880,30396,14775,15621,12,11.3,3.6,3.7,11.8,11.4,41.7,40.3,78.9,79.2,36.5,38.3,49,52
"18358",54888,1389,668,721,5.8,5.3,2.8,5.3,5.1,5.3,24.6,24.1,88,83.2,54.7,52.7,49,52
"18359",54889,2739,1408,1331,11.1,13.1,2.7,2.3,5.8,7.1,31.5,31,76.8,82.3,42.7,47.9,52,49
"18360",54891,3360,1727,1633,12.8,11.5,2.7,3.3,6.9,2.8,30.4,25.3,81.1,80.1,47.4,49.2,52,49
"18361",54893,3636,1858,1778,9.1,9.2,5,4.7,8,6.5,32.2,28.3,81.5,82.5,47.7,50.2,52,49
"18362",54895,1022,551,471,8,8.9,4.5,4.7,6.7,0.8,28.3,23.1,83.7,81.5,48.8,51.6,54,47
"18363",54896,1514,824,690,9.2,7.2,3.6,4.2,2.7,10.1,22.1,29.4,84.1,85.8,53,51.8,55,46
"18364",54901,38967,20972,17995,8.7,10.5,3.1,2.1,23.5,28.4,58.3,52.2,83.7,82.2,30.1,28.1,54,47
"18365",54902,22553,11065,11488,13.1,9.6,4,4.7,7.8,11.6,39.7,41.2,76.6,81.2,38.7,40.7,50,51
"18366",54904,20380,10048,10332,13.7,12.3,5.1,3.6,8.6,7.2,34.9,31.9,76.9,77.8,43.3,44.7,50,51
"18367",54909,2418,1269,1149,14.9,13.7,4.5,8.3,7.6,5.1,32.8,35.6,73.8,72.7,41.7,40.7,53,48
"18368",54911,25851,12583,13268,12.3,9.7,4,3.9,14,13.6,42.2,41.6,77.2,81.5,34.9,39.3,49,52
"18369",54913,17940,8848,9092,14.8,15.5,4.5,4.1,6.5,6.6,38.9,39.3,74.3,75.2,39.5,37.9,50,51
"18370",54914,30938,14985,15953,12.4,13.2,3.8,3.4,9.8,9.6,41.8,39,77.1,76.7,36.1,36.9,49,52
"18371",54915,42554,20865,21689,16.9,15.1,5.6,4.3,7.3,6.8,41.2,40.7,70.6,73.2,35.3,36.3,50,51
"18372",54921,1314,723,591,8.7,12.9,4.6,4.6,11.9,7.3,33.2,33.5,75.9,79.2,42.1,45.3,56,45
"18373",54922,1481,815,666,11,12.5,4.3,2,10.7,7.5,43.3,34.7,81,81.4,39.1,44.4,56,45
"18374",54923,8973,4594,4379,15.9,12.7,4.1,5.4,7.2,7.2,35.8,34.3,75.7,79.3,42.3,45.2,52,49
"18375",54927,439,222,217,11.3,19.4,3.6,0,11.3,0,41.4,23,77.9,78.8,38.7,47.3,51,50
"18376",54928,442,220,222,11.8,13.5,0,3.6,13.6,13.5,35,40.5,83.2,81.5,42.5,40.3,50,51
"18377",54929,8830,4357,4473,12.2,14.4,5.9,3.9,6.7,7.3,36.7,33.8,76,76.7,41.4,42.5,50,51
"18378",54930,1750,880,870,10.2,11.7,5.2,3.8,7.7,7.2,30.1,27.7,79.9,78.4,49.5,47.9,51,50
"18379",54931,230,120,110,12.5,17.3,0,4.5,6.7,0,19.2,19.1,75,71.8,46.8,52.5,53,48
"18380",54932,1306,639,667,13.8,17.2,6.7,2.2,5.3,11.8,33.3,39.4,74,74.4,42.8,36.8,49,52
"18381",54933,307,173,134,11,12.7,1.7,3.7,7.5,0.7,33.5,29.9,78,76.1,42.1,45.5,57,44
"18382",54934,121,71,50,26.8,18,8.5,0,0,0,28.2,32,64.8,78,44.1,41.5,59,42
"18383",54935,42245,20547,21698,12.8,11.8,4,3,9.2,9.9,42.3,37.6,76.5,79.4,37.2,40.4,49,52
"18384",54937,19138,9303,9835,14,12.6,4.2,3.8,8,7.6,34.7,35.3,76.1,78.7,41.2,42,49,52
"18385",54940,3772,1962,1810,12.1,12.4,4,2.4,5.7,5.7,30.2,29.4,78.4,81.4,46.5,47.9,53,48
"18386",54941,2292,1130,1162,9.1,6.6,4.7,2.6,6,4,28.1,23.5,81.3,86,51.8,54.2,50,51
"18387",54942,8977,4667,4310,14.2,16.8,3.7,3.8,8.7,3.1,42.4,33.3,73.1,68.2,33.8,36.8,52,49
"18388",54943,1873,949,924,7.5,8.8,3.2,3.4,8.4,10.4,28.5,27.3,84.5,81.1,50.6,51,51,50
"18389",54944,8322,4220,4102,14.2,14.6,6.4,6,8,8.4,38.6,38,74.6,74.5,40.7,40.7,51,50
"18390",54945,3586,1800,1786,14.2,15.1,5.1,5.8,4.3,3.5,27.8,31.5,76,76,47.2,45.1,51,50
"18391",54946,56,36,20,0,0,0,0,0,0,0,0,100,100,67,85.3,65,36
"18392",54947,2425,1135,1290,8.3,6.6,1.9,4.6,5.1,6.5,27.7,31.9,86.9,85.4,50.5,49.2,47,54
"18393",54948,216,116,100,16.4,14,8.6,6,3.4,3,35.3,33,71.6,80,43,51.2,54,47
"18394",54949,3325,1685,1640,15.1,13,3.2,3.8,7.9,6.8,36.7,36.7,75.4,77.1,39.4,41.3,51,50
"18395",54950,3056,1569,1487,10.5,12.2,3,3.3,7.3,5.7,33,31.3,78.9,77.4,44.2,44.4,52,49
"18396",54952,25714,12677,13037,11.6,11.5,3.6,5.2,8.7,7.3,40.4,41.3,76.5,76.6,37.1,38.3,50,51
"18397",54956,43355,21051,22304,13.9,15.1,3.5,4,8,6.9,38.1,36.7,75.2,75,37.7,38.5,49,52
"18398",54960,2596,1340,1256,5.8,7.8,2.9,2.5,7.6,3.9,24.2,20.1,86.1,86.8,54.3,54.7,52,49
"18399",54961,14107,7223,6884,11.8,12,6,4.5,7.4,5.9,38.7,36.7,77.3,78.6,41.4,42.1,52,49
"18400",54962,1109,578,531,6.2,8.1,4.5,4.9,7.4,6.8,36.5,31.6,86,81.4,47.3,48.3,53,48
"18401",54963,7196,3725,3471,19,11.9,4.6,3,8.3,4.6,35.5,34.6,72,76.5,37.5,43.4,52,49
"18402",54964,1052,529,523,10.8,13.4,7.9,2.7,4.5,3.8,37.4,26.4,77.3,75,44.2,45.4,51,50
"18403",54965,1410,743,667,12.9,12.6,3.5,1.9,5.8,6,29.6,32.8,79.7,80.4,46.7,44.6,53,48
"18404",54966,1995,1005,990,13.4,16.1,6.9,6.3,7.3,6.3,36.3,37.8,72.1,73.4,38.3,37.8,51,50
"18405",54967,492,227,265,17.2,13.6,8.4,3.4,4.8,6.8,37,35.5,68.7,66.4,40,29.3,47,54
"18406",54968,2948,1442,1506,11.7,13.5,5.1,3.5,3.9,5.4,28.3,32.7,78.9,79.3,48.6,45,49,52
"18407",54970,4050,2493,1557,5.1,12.9,4.1,3.7,7.3,5.3,48,28.2,88.8,77.4,43.2,47.2,62,39
"18408",54971,10893,5106,5787,12.6,12,4.1,5.8,14.4,11.2,41,38.7,80.3,76.4,39.3,40.1,47,54
"18409",54974,1406,689,717,15.5,16.6,4.9,2.9,3.5,3.9,34.8,29.1,74,73.2,40.6,41.2,50,51
"18410",54977,1381,737,644,13,12.1,6.6,1.9,7.3,5.6,35.4,30.4,76.1,80.1,43.5,45.8,54,47
"18411",54979,1400,694,706,11.2,18.7,6.3,5.5,6.8,3,34.1,28.3,72.3,72.7,40.3,44.9,50,51
"18412",54980,120,52,68,5.8,4.4,0,10.3,0,0,15.4,33.8,88.5,80.9,56.5,47.8,44,57
"18413",54981,15532,7890,7642,13.2,9.1,3,4.3,8.3,6.7,31.6,31.6,78.1,81,44.8,47.9,51,50
"18414",54982,7132,3644,3488,15.2,10.7,2.4,2.9,7.2,7.4,30.2,32.1,75.9,80.2,42.9,46.2,52,49
"18415",54983,4569,2295,2274,13.2,15.7,5.4,5.5,9.9,5.5,36.3,30.4,76.9,75.6,42.6,45.3,51,50
"18416",54984,3156,1550,1606,8.2,7.5,3.7,2.9,6.8,3.5,26.5,21.9,85.5,87.2,53.8,56,50,51
"18417",54985,313,266,47,1.5,0,2.3,14.9,19.9,12.8,67.3,34,96.2,85.1,38.4,66.9,85,16
"18418",54986,4583,2291,2292,14.7,13,3.4,3.3,5.6,4.4,29.6,28.2,78.1,79,45.9,47.5,50,51
"18419",55001,2918,1465,1453,8.2,13,5.1,6.7,8.1,5.4,26.3,26.4,82.9,77.8,50.9,50.1,51,50
"18420",55003,3862,2330,1532,6.8,13.8,2.2,4.1,13.6,3.1,54.1,34.8,88.7,78,37.1,42.9,61,40
"18421",55005,4450,2319,2131,19.1,21.9,4.7,3.6,4.5,4.4,38.1,39.4,71.1,69.6,37.8,37.5,53,48
"18422",55006,3948,1926,2022,14.5,13.6,4.5,4.7,6.4,7.2,36.1,37.2,72.5,73.5,36.6,37.3,49,52
"18423",55007,2500,1261,1239,13.1,13.2,3.4,4,5,6.2,31.2,33,79,75.8,46.7,43.4,51,50
"18424",55008,14920,7318,7602,15.3,13,4.6,4.8,9.7,8.2,39.7,36.8,74.4,74.9,35.8,39.5,50,51
"18425",55009,7984,3994,3990,11.9,12.3,5.5,2.5,5.5,7,32.7,30.5,77.7,79.2,45.3,46.1,51,50
"18426",55011,10000,5254,4746,14.5,15,5.6,4.6,7.7,6.8,36.5,37.4,73.8,74.9,40,39.6,53,48
"18427",55012,2204,1108,1096,13.3,13.8,4.1,4.5,7.9,6.9,39.4,36.8,80,72.4,41,38.3,51,50
"18428",55013,6317,3257,3060,12.1,9.6,2.6,2.6,7.5,4.4,37.7,31.3,79.2,80.6,40.7,46.7,52,49
"18429",55014,27703,14456,13247,13,15.6,4.7,4.9,8.9,8.4,39.9,37.5,74.6,74.1,38,37.9,53,48
"18430",55016,34601,17159,17442,17.1,15.9,5.6,6.8,8.3,6.2,41.5,40.8,70.1,69.7,34.4,35.2,50,51
"18431",55017,768,356,412,8.4,12.9,4.2,3.4,4.5,9,36,32.8,77.2,72.8,43.1,38,47,54
"18432",55018,966,485,481,11.3,10.2,4.7,5.4,5.4,4.4,31.1,31.8,80.4,68.4,47.5,38.3,51,50
"18433",55019,1921,977,944,13.6,18,5.6,4.9,8.5,4.3,42.4,37.4,76.5,69.5,38.9,36.4,51,50
"18434",55020,3554,1806,1748,18.2,19.5,5.9,6.8,5.3,5.7,38.2,43,66.1,70.1,33.7,36.3,51,50
"18435",55021,29791,16021,13770,14.6,12.9,4.3,4.5,8.8,6.8,41.3,35.6,75.1,75,36.1,40.5,54,47
"18436",55024,32547,16088,16459,20,18.5,2.8,4.6,5.8,6.1,42.3,45.5,67.5,68.2,34,33.1,50,51
"18437",55025,23594,11691,11903,12.7,16.1,5.4,3.7,7,6.4,39,36,75,74.9,39,40.8,50,51
"18438",55026,467,248,219,21.8,14.6,3.2,2.7,8.1,2.7,19,25.1,73.4,75.8,48.3,47.5,54,47
"18439",55027,2832,1408,1424,19.6,15.4,4.3,6.9,5,9.8,34.9,43.2,68,71,34.9,33.4,50,51
"18440",55029,17,17,0,0,NA,0,NA,0,NA,23.5,NA,100,NA,NA,NA,100,0
"18441",55030,1357,694,663,12.2,10.7,5.3,5.7,9.4,3.8,43.5,34.2,77.5,78.6,39.5,45.1,52,49
"18442",55031,2085,1114,971,18.3,14.2,1.9,2.6,9.3,9.4,38.2,37.6,75,77.7,36.6,38.8,54,47
"18443",55032,3340,1700,1640,16.5,17.3,3.5,4.9,7.5,4.9,33.9,36.1,74.5,73.2,41.4,39.4,51,50
"18444",55033,29512,14455,15057,13.6,13.9,4.1,4,9.6,6.4,39.6,34.8,76.9,75.2,38.6,40.5,49,52
"18445",55036,53,26,27,15.4,22.2,0,0,3.8,0,19.2,37,76.9,77.8,59.5,38.5,50,51
"18446",55037,4946,2487,2459,12.7,14.6,4.9,4.1,8.2,8,34.3,33.6,75.2,76,41.7,43.2,51,50
"18447",55038,21029,10545,10484,16.9,17.6,4.1,5.5,8.4,7.4,43,44.7,69.2,69.9,33.2,34.3,51,50
"18448",55040,12769,6480,6289,13.4,14.5,3,4.8,8,8,39.4,40.2,74.1,73.5,35.4,36.7,51,50
"18449",55041,7653,3773,3880,9.7,11.9,2.6,3.9,7.1,6.2,31.7,30.4,79.1,80,45,49.1,50,51
"18450",55042,8790,4288,4502,16.5,17.3,4.1,5.8,7.9,9.4,32.4,33.6,74.9,73.9,43.8,42.2,49,52
"18451",55043,3537,1808,1729,16.8,14.1,3.8,4.6,8,6.3,30.2,31.9,75.4,78,44.3,45.4,52,49
"18452",55044,48198,24050,24148,18.1,18,5.8,5.3,7,5.6,39.5,39.2,69.4,69.8,35.9,36.8,50,51
"18453",55045,7562,3725,3837,15.8,13.4,4.8,5.4,5.1,6.2,33.9,33.1,74.7,74.7,42.3,41.3,50,51
"18454",55046,5349,2605,2744,16.7,20.2,5.8,3.4,6.9,6.6,45.7,41.4,70.7,68.5,31.2,32.4,49,52
"18455",55047,2910,1626,1284,16.2,6.7,3.4,3.3,9.6,7.2,25.2,25.9,77,86.8,50,51,56,45
"18456",55049,2652,1321,1331,23.3,16.5,3.6,4.1,8.4,7.6,36.4,34,68.7,69,35.1,34.6,50,51
"18457",55051,9623,4817,4806,13.4,11.2,3.6,4.6,6.4,6.6,33.7,34.2,77.4,79.1,41.7,44.8,51,50
"18458",55052,1846,957,889,10.6,11.5,6.3,4,11.5,6.7,39,37.2,79,79.4,43.1,43.1,52,49
"18459",55053,1010,528,482,13.8,18.7,8,3.1,7.6,3.5,31.3,24.9,71,70.7,41.9,44.2,53,48
"18460",55054,2481,1226,1255,23.7,30,2,1.6,4.2,5.6,45.8,41.9,64.6,57.3,30.9,27,50,51
"18461",55055,3455,1823,1632,12.7,5,3.9,4.1,7.7,6.7,43.4,43.1,76.4,82.4,37.8,42,53,48
"18462",55056,13717,6714,7003,17.3,16,6.2,5.2,9.6,9.2,41.4,41.5,70.8,73.7,34.9,37,49,52
"18463",55057,24968,11989,12979,10.3,10.1,3.1,3.6,28.5,26.8,50.3,47.3,81.1,81.2,29.8,31.7,49,52
"18464",55060,28884,14209,14675,13.6,13.9,4.4,4.9,8.6,6.4,38.5,36.5,74.2,74.2,37.9,40.3,50,51
"18465",55063,9171,4749,4422,13.3,11.4,3.5,3.2,7.5,5.4,37.5,32.7,77.8,79.8,41.5,45.1,52,49
"18466",55065,1135,571,564,14,11.3,5.3,6.4,8.2,8,42.2,37.2,77.1,77.5,40.2,42.7,51,50
"18467",55066,18417,9113,9304,13.1,10.3,5.8,3,8.6,7.8,38.8,33.5,75.6,80.8,39.3,45.2,50,51
"18468",55068,27832,13558,14274,18.3,16,4.7,5.2,6.7,6.4,39.5,41.2,69.4,71.1,35.2,36.3,49,52
"18469",55069,5450,3396,2054,12,13,3.7,3.6,11.3,5.4,48.8,31.6,78.8,76.8,34.1,44.1,63,38
"18470",55070,7502,3866,3636,17.3,15.4,3.9,1.5,7.6,10.6,43.1,43.2,70.7,71.9,34,31.8,52,49
"18471",55071,5553,2771,2782,10.2,13.4,5.3,3.4,7.5,6,43.4,41.8,77,75,34.6,36.3,50,51
"18472",55072,4570,2849,1721,8.7,12.8,2.1,5,6.8,5.3,49.9,32.1,86.3,75.1,39.5,43.6,63,38
"18473",55073,3033,1557,1476,12.5,10.8,2.8,2.6,8.3,6.7,29.1,28,80,84.7,49.6,50.3,52,49
"18474",55074,2000,1080,920,13.5,15.9,3.9,5.2,6.5,5.9,36.6,40.4,76.3,73,37.9,35.8,54,46
"18475",55075,20326,10112,10214,12.1,11.3,5.5,3.3,7.2,8.3,43.2,40.5,75.7,77.4,36,37,50,51
"18476",55076,21740,10305,11435,11.4,12.5,5,4.1,10.9,9,40.4,37.8,77.8,80.2,38.7,42.6,48,53
"18477",55077,12311,6107,6204,17.4,13.4,6,4.8,10.5,13.2,38.6,43.1,68.9,75.1,31.4,34.2,50,51
"18478",55079,7937,4272,3665,15.6,12.1,3.3,4.7,6,4.8,36.7,38.9,74.8,79.6,40.1,42.5,54,47
"18479",55080,2350,1278,1072,12.1,12.3,4,3.9,5.1,3.9,31.2,32.4,77.3,80.9,45.1,45.8,55,46
"18480",55082,34673,17238,17435,14.3,13.6,5.2,4.1,7.6,5.9,36.7,31.2,76.8,76.5,42.2,44.7,50,51
"18481",55084,1778,898,880,14.5,15.2,2.8,5.7,8.4,5,36.6,34.5,74.7,72.3,36.9,37.5,51,50
"18482",55085,478,245,233,8.2,7.7,3.3,2.1,13.9,11.6,43.3,40.3,81.2,85,41.5,43.1,52,49
"18483",55087,428,201,227,5,18.9,0,0.9,4.5,2.6,33.8,22.5,86.6,69.2,51.3,41.2,47,54
"18484",55088,1697,897,800,17.5,19.8,4.8,4.9,9.1,1.8,32.1,32.5,73.5,71.9,40.4,41.1,53,48
"18485",55089,2005,1065,940,15.5,16.2,3.3,7.2,11.6,6.9,37.3,36.9,75.8,72.3,41.3,41,54,47
