"","Id2","TotalTotalPopulation","MaleTotalPopulation","FemaleTotalPopulation","M_5To14Years","F_5To14Years","M_15To17Years","F_15To17Years","M_18To24Years","F_18To24Years","M_15To44Years","F_15To44Years","M_18YearsAndOver","F_18YearsAndOver","M_MedianAge","F_MedianAge","M_Percent","F_Percent"
"28814",84047,30942,15471,15471,15.1,11.4,2.8,2.7,9.9,13,51.8,48.7,75.7,77.5,29.9,31.4,50,50
"28815",84049,4552,2350,2202,19.4,13.8,5.4,3.7,10.2,3.6,39.9,33.4,71.9,72,37.3,40.7,52,49
"28816",84050,9632,4880,4752,22,19,6.1,5.9,7.9,7,35.4,37.3,62.7,65.3,30.4,32.7,51,50
"28817",84051,485,283,202,42,15.3,6,8.4,3.9,0,26.1,49,47.3,67.8,16.3,35.3,59,42
"28818",84052,1246,681,565,18.2,10.3,4.7,4.2,10.4,5.5,44.1,44.6,73.7,73.5,31.9,32.8,55,46
"28819",84053,1033,507,526,14.4,24.3,6.5,7.2,5.7,2.7,42.2,38.6,72.8,61.8,36.4,30.6,50,51
"28820",84054,16169,8156,8013,16.6,18.2,3.4,2,8.7,10.1,46.4,46.8,68.2,67.1,29.4,27.9,51,50
"28821",84055,1276,698,578,16.9,19.6,7.9,5.2,8.7,6.2,46.4,39.4,70.1,69.6,31.1,32.7,55,46
"28822",84056,3549,1735,1814,24,23.1,0.2,0.8,22.3,16.8,59.5,53.6,63.3,54.2,23.2,20.2,49,52
"28823",84057,37726,19103,18623,16.6,15.5,4.9,6.1,14.9,14.1,49.4,46.2,67.5,66.4,26.3,26.5,51,50
"28824",84058,31633,15771,15862,15.6,12.4,3.8,3.7,19.6,24.7,53.9,54,70.5,73.6,25.4,24.5,50,51
"28825",84060,7824,3913,3911,8.9,11.8,3.5,5.5,10.2,6.6,44.8,36.1,83.1,73.7,40.2,37.3,51,50
"28826",84061,492,256,236,7.4,2.1,0,0,0,0,39.5,45.8,64.1,69.9,30.8,28.8,53,48
"28827",84062,43615,21183,22432,22.8,21.9,6,5.6,10,12,44.7,45.5,60.4,61.6,25.2,24.7,49,52
"28828",84063,376,188,188,15.4,17.6,5.9,13.8,9,2.1,27.1,31.4,73.9,63.8,46.5,41.9,50,50
"28829",84064,921,478,443,10.3,19.6,5.6,2.3,11.5,9.7,42.3,29.8,70.1,69.8,26.4,29.1,52,49
"28830",84065,38369,19892,18477,20,20.9,6,6.3,9.5,8.8,43.8,41.6,65.3,63.7,29.3,29.2,52,49
"28831",84066,11221,5496,5725,19.3,18.9,6.7,4.7,8.7,10.3,43.2,41.2,63.6,63.5,28.1,27.5,49,52
"28832",84067,37821,18962,18859,19.1,17.6,4.4,3.9,7.4,9.3,43.6,41.7,67.1,69.5,30.6,30.9,51,50
"28833",84069,540,264,276,7.2,14.1,4.9,8.3,10.2,9.4,28.8,30.8,81.4,76.4,49.7,48.7,49,52
"28834",84070,25137,12240,12897,15.9,14.8,3.9,4.7,9.3,8.4,47.7,44.1,71.3,72.6,30.8,31.7,49,52
"28835",84071,1445,735,710,20.5,26.1,6.1,3.4,3,3.8,38.9,35.9,66.3,67.3,38.3,37.3,51,50
"28836",84072,529,277,252,22.4,22.2,2.5,2.4,2.2,1.2,31,31.3,57,59.5,30.4,30.2,53,48
"28837",84073,161,86,75,20.9,20,0,0,5.8,0,23.3,28,68.6,80,38.2,58.3,54,47
"28838",84074,45118,22934,22184,22.3,20.6,5.3,4.7,7.9,7.3,41.7,42.3,62.7,64.6,28.9,30.1,51,50
"28839",84075,24803,12827,11976,26.1,20.9,5.9,8.8,6.8,6.7,39.5,46,56.9,60.4,25,29.2,52,49
"28840",84076,464,250,214,31.2,28.5,2.4,5.1,7.6,8.9,38.4,37.9,52.8,50.9,22.5,18.4,54,47
"28841",84078,27369,13948,13421,18.2,18.2,4.7,4.6,9.2,9.7,42.9,42.1,66,67.7,29,29.8,51,50
"28842",84080,233,128,105,18,13.3,11.7,1,14.8,5.7,43.8,37.1,65.6,65.7,30,28.8,55,46
"28843",84081,43978,22062,21916,22.2,22.1,5.7,4.7,9.4,9.1,48.9,48.4,60,60.7,25.9,25.8,51,50
"28844",84082,817,400,417,14.5,12,13.3,4.8,6.8,9.4,31.8,33.3,68.5,74.3,45,41.5,49,52
"28845",84083,1226,608,618,10.5,17.2,4.6,3.6,18.4,14.7,44.7,42.4,75.7,67.8,30.7,27,50,51
"28846",84084,36006,18239,17767,16.6,15.7,5.2,3.8,9.8,9.6,45.1,42.8,70.3,73.3,30.5,33.6,51,50
"28847",84085,487,216,271,16.7,14.8,12.5,0,9.3,12.9,30.1,50.6,60.2,77.1,26.2,31.9,45,56
"28848",84086,365,203,162,20.2,21,4.4,3.1,4.9,3.1,27.6,32.1,72.9,73.5,44.9,40.5,56,45
"28849",84087,14249,7108,7141,18.5,21.6,4.3,4,8.9,9.6,45.8,41.4,66.2,64.7,29.4,28.9,50,51
"28850",84088,36360,18761,17599,15.5,17.6,5.7,5.8,12.5,9.5,48.1,45.3,67.8,68.9,28.2,31.7,52,49
"28851",84092,29693,15330,14363,17,14.6,6.1,6.5,10.4,8,37.5,37.4,70.6,73.7,34.9,39.6,52,49
"28852",84093,23237,11825,11412,14.1,15,6.5,3.8,7.7,8.1,35.9,33.8,72.7,75.8,38.7,42.9,51,50
"28853",84094,27670,13461,14209,16.9,16.2,4.5,4,9.2,8.7,42.8,41.4,69.7,70,31.6,31.7,49,52
"28854",84095,53995,27366,26629,19.8,19.9,5.9,4.6,10.4,7.7,44.2,40.3,65.7,65.6,28.9,30.9,51,50
"28855",84096,34527,17312,17215,24.5,25.7,4.4,6.7,8.2,6.6,43.2,49.1,56,57.4,22.5,25.5,51,50
"28856",84097,20591,9622,10969,17.6,14.8,6.5,4.9,10.3,13.4,40.8,41.3,67.7,70.8,29.4,29.9,47,54
"28857",84098,17367,9050,8317,17.2,15.1,5.4,4.9,7.3,6.2,36.2,37.9,71.1,75.4,39.2,40.6,53,48
"28858",84101,5124,2939,2185,4.8,7.6,1.2,0.5,8.7,19.1,55.1,53.3,89.7,86,35.1,32.3,58,43
"28859",84102,16760,9228,7532,2.8,3.4,1.1,2.4,21.9,28,69.1,66.4,91.4,91.1,28.9,29.5,56,45
"28860",84103,21311,11025,10286,8.6,5.7,2.7,1.7,13.2,16.2,51.3,48.3,84.4,87.8,36.1,36.4,52,49
"28861",84104,24889,13065,11824,18.2,15.7,5.7,4.8,11,9.5,48.7,47.1,65.6,67,27.4,28.3,53,48
"28862",84105,22899,11060,11839,11.9,9.4,3.1,2.2,11.8,14.1,52.5,53.4,78,82.6,33.3,34.1,49,52
"28863",84106,34432,17018,17414,11,11.8,4.3,3.2,8.9,6.7,50.7,42.2,77.2,76.3,33.7,34.5,50,51
"28864",84107,31350,14627,16723,10.3,11,3.2,2.6,11.8,12.2,48.9,46.2,79.8,80.2,32.8,33.9,47,54
"28865",84108,21502,10625,10877,15.9,11,3.9,2.7,10.3,10.6,40.6,42.1,71.3,77.9,31.9,35.7,50,51
"28866",84109,24259,11754,12505,14.5,16.2,3.8,4.1,8.9,8.9,39.8,38,74.4,73.5,35,35.5,49,52
"28867",84111,10846,5795,5051,8.2,6.6,1.7,2.4,14.4,14.8,53.5,54.2,86.7,85.4,35.5,33.1,54,47
"28868",84112,1997,1023,974,0.5,0,1.7,4.6,85.6,83.4,98.1,93.8,97.4,93.9,19.6,19,52,49
"28869",84113,102,32,70,0,0,0,18.6,100,81.4,100,100,100,81.4,19.2,18.9,32,69
"28870",84115,24695,12805,11890,11.6,12,2.6,3.2,12.3,11.7,50.5,49.1,74.9,75.7,30.6,31.8,52,49
"28871",84116,33574,17153,16421,17,17.7,5,4.4,9.9,10.7,46.7,45.5,67.9,67.6,29.2,29.2,52,49
"28872",84117,24355,11581,12774,14.7,10.5,4.4,3.6,9.9,10.1,42.3,41.4,75,81.5,34.2,40.2,48,53
"28873",84118,67019,33544,33475,18.3,17.7,4.6,4.3,9.8,9.8,45.8,43.5,67.8,68.8,29.8,30.7,51,50
"28874",84119,54882,28167,26715,15.4,15.9,4.7,4.4,10.1,11.7,49.2,46.2,70.6,69.9,30.4,29.4,52,49
"28875",84120,49107,24661,24446,18.1,17.9,4,5.3,10.3,9.9,43.1,43.2,67.5,68.6,30.5,30.8,51,50
"28876",84121,41646,20140,21506,12.7,11.7,3.5,3.7,10.1,9.3,39.5,36.9,77.7,78.5,37,40.4,49,52
"28877",84123,38437,18882,19555,16.1,13.3,2.9,3.9,11.2,10.3,44.8,42.7,72.2,74.1,30.2,32.8,50,51
"28878",84124,21454,10344,11110,14.1,14.1,4.4,2.9,6.2,9.6,38.1,38.8,74.8,76.4,36.6,36.5,49,52
"28879",84128,28475,13831,14644,19.2,22.2,5.7,6,11,7.9,48.1,45.7,66.2,62.4,29,27.6,49,52
"28880",84144,66,38,28,0,0,0,0,60.5,25,78.9,50,100,100,22.8,42.5,58,43
"28881",84180,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28882",84301,874,465,409,16.3,13.4,4.7,2.4,11.2,7.3,35.5,33,70.3,74.6,34.7,41.8,54,47
"28883",84302,24205,12082,12123,18.8,18,7.1,4.3,9.4,7.9,42,38.5,65.6,69.6,30.3,33.5,50,51
"28884",84304,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28885",84305,781,421,360,24.5,19.7,4.8,5.3,7.8,5,40.9,36.9,65.6,63.6,31.3,29.7,54,47
"28886",84306,246,126,120,0,11.7,0,0,0,12.5,38.9,23.3,88.1,77.5,34.9,46.4,52,49
"28887",84307,1259,685,574,10.4,9.2,5.1,4.5,13,7.3,45.7,43.4,76.8,73.2,34.8,36.2,55,46
"28888",84308,395,202,193,16.8,26.4,3.5,2.6,26.7,3.1,50,28,75.2,65.3,24.5,35.2,52,49
"28889",84309,449,234,215,15.4,8.4,3.4,2.3,0.9,5.1,31.6,42.8,71.8,85.1,37.7,39.5,53,48
"28890",84310,4676,2265,2411,20.3,15.3,5.1,5.7,7.2,5.2,31,37,71.3,74.4,42.5,39.8,49,52
"28891",84311,824,417,407,23.5,8.6,0.7,12.8,11,9.1,34.5,47.7,67.9,74.7,34.5,44.2,51,50
"28892",84312,3823,2006,1817,23.4,25.6,6,4.5,6.3,3.9,36.2,31.9,59.2,59.7,29,29.1,53,48
"28893",84313,185,105,80,17.1,32.5,0,3.8,4.8,0,19,56.3,55.2,63.8,34,34.9,57,44
"28894",84314,825,409,416,16.6,18.3,9.3,3.1,4.9,1.7,34.2,24.3,65.3,73.1,38.5,48.1,50,51
"28895",84315,8019,4101,3918,18.6,21,6.6,4.8,5.6,4.7,39.7,37.5,64,64,30.6,32.1,52,49
"28896",84316,213,117,96,17.9,10.4,5.1,4.2,3.4,1,27.4,30.2,68.4,76,33.5,45.5,55,46
"28897",84317,2101,1161,940,12.7,11.1,6.1,2.6,11.8,4,28.9,26.6,80.3,79.6,50.2,51.7,56,45
"28898",84318,4001,2025,1976,18.2,21.9,6.2,5.5,9.6,8.4,38,36.9,63.3,63.5,28,29.8,51,50
"28899",84319,7877,3846,4031,21.5,20.7,7.3,5.9,9.4,6.9,43.6,43.1,60,61.4,25.8,28.4,49,52
"28900",84320,2258,1149,1109,21.1,15.8,5.5,6.4,9.1,8.3,41,40.6,65.4,69.8,30,34.1,51,50
"28901",84321,44637,21645,22992,13.8,13.4,4,3.3,24.2,30.5,57.6,58.4,72,74.1,24.5,22.9,49,52
"28902",84324,748,402,346,14.2,19.4,4.2,1.7,6.2,9,29.6,27.2,73.1,75.1,44.2,44.9,54,47
"28903",84325,2038,1027,1011,28.8,26.9,7.4,8.4,5.6,4.8,35.7,36.4,60.6,54.4,34.3,23.8,51,50
"28904",84326,1707,921,786,15.3,15.9,7.5,6.4,11.1,15.4,43.4,43,68.5,73,32.1,33.4,54,47
"28905",84327,921,471,450,15.7,24.7,2.1,9.6,6.4,3.6,36.9,44.9,64.1,61.8,29.2,28.4,52,49
"28906",84328,1691,832,859,17.4,21.1,5.2,8.4,11.9,7.6,40.1,39,72.2,66.2,33.8,37.1,50,51
"28907",84329,180,100,80,10,20,0,0,0,6.3,22,32.5,58,55,32.3,23.8,56,45
"28908",84330,443,226,217,21.7,8.8,5.8,3.7,0.9,9.2,29.6,35,67.3,82,40.5,45.2,52,49
"28909",84331,308,148,160,9.5,10,8.1,5.6,16.2,16.3,35.8,34.4,70.9,73.1,30.8,36.5,49,52
"28910",84332,7364,3664,3700,22.1,21.1,3.7,4,7.5,6.4,37.3,36.9,61,63.9,29.1,31.2,50,51
"28911",84333,2855,1455,1400,21.9,20.7,5.6,4.6,8.1,8.1,36.3,35.6,63.2,64.5,31.6,30,51,50
"28912",84334,284,98,186,0,23.7,0,0,0,0,85.7,45.7,100,53.8,29.2,25.2,35,66
"28913",84335,11713,5804,5909,20.8,22.1,6.5,4.9,10,8.1,41.3,37.3,64.4,63.5,28.6,30.8,50,51
"28914",84336,321,174,147,16.1,31.3,21.3,4.1,4.6,8.8,48.3,34,60.3,63.3,32.6,32.5,55,46
"28915",84337,11290,5619,5671,17.8,19.2,3.9,6.8,10,11.3,39.5,41,66.3,63.3,28.2,26.7,50,51
"28916",84338,506,263,243,20.9,19.8,3.8,7,7.6,1.2,36.1,38.3,65.4,67.9,32.2,36.7,52,49
"28917",84339,4700,2478,2222,19.5,18,5.9,7.4,11.7,11.7,42.1,43,67.8,67.7,29.4,31.3,53,48
"28918",84340,3593,1822,1771,26.3,19.1,3.9,4.7,7,4.9,29.8,40.1,59.2,63.9,27.6,32.2,51,50
"28919",84341,20737,10664,10073,17.3,13.5,3.7,4.2,19.4,21.6,51.3,50.3,68.9,70.8,24.8,24.8,52,49
"28920",84401,35836,18295,17541,16.9,16.5,4.3,5,11.1,11.2,46.8,46.3,70.2,70.2,29.8,30.4,52,49
"28921",84403,37158,18924,18234,15.9,12.9,5.5,4,10.9,14.9,43.4,43.6,70.2,76.3,30.2,32.2,51,50
"28922",84404,56743,28417,28326,15.5,17.8,3.8,3.5,10.7,10.4,45.2,42.4,70.5,69.3,30.2,30.6,51,50
"28923",84405,31452,15337,16115,15.7,13.9,4.4,5.7,14.1,9.9,44.1,42.3,71.1,72.7,30.3,33.4,49,52
"28924",84414,26975,13543,13432,20.6,16.2,5.6,5.3,8.4,5.5,38.4,38.1,66.2,68.3,31.5,33.4,51,50
"28925",84501,13456,6754,6702,14.9,12.5,4.9,4.7,12.6,12.4,41.1,40.3,71.1,74.1,31.5,33.8,51,50
"28926",84511,4722,2291,2431,24.2,20.2,8.9,6.5,11,10.3,38.6,37.7,56.9,67.8,21.3,32,49,52
"28927",84512,1116,654,462,10.7,13.9,3.5,5,4.6,11.3,40.4,39.4,78.6,79.9,39.2,36,59,42
"28928",84513,1853,987,866,21.6,20.3,4.4,6,4.1,3.7,38.8,34.6,64.4,66.1,30.9,31.5,54,47
"28929",84515,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28930",84516,168,97,71,32,16.9,6.2,4.2,9.3,0,33,38,51.5,78.9,22.2,37.5,58,43
"28931",84518,777,392,385,19.1,15.8,2.3,11.2,9.7,9.9,35.2,47.8,67.9,69.1,31,32.2,51,50
"28932",84520,1272,600,672,7.5,19.5,1.7,3.6,8.5,5.7,27.3,28.9,79.5,74.9,52.1,44.3,48,53
"28933",84521,697,378,319,11.1,14.1,5.3,0.9,20.9,13.8,42.9,36.1,70.4,79,24.5,38.8,55,46
"28934",84522,393,200,193,16,13,10.5,2.6,2,26.9,32.5,50.8,60,82.9,33.5,35.2,51,50
"28935",84523,1780,857,923,16.7,17.9,5,6.9,9,7.2,34.4,35.1,68.1,67.9,32.3,34.2,49,52
"28936",84525,1314,531,783,13.7,21.2,1.5,1.4,14.5,12.1,31.3,26.7,72.9,64.8,32.1,29.4,41,60
"28937",84526,4091,1919,2172,16.5,18.5,1.4,4.9,9.2,6.7,34.5,33,79.1,69,38.4,33.7,47,54
"28938",84528,2575,1275,1300,13.8,19.1,3.7,6.7,7.1,4.8,36.4,35.5,73.7,65.5,38.2,30.9,50,51
"28939",84529,87,43,44,0,0,0,0,0,0,0,0,100,100,49.2,74.6,50,51
"28940",84530,358,146,212,0,6.6,0,0,0,14.6,32.9,40.6,69.9,93.4,43.4,46.2,41,60
"28941",84531,648,308,340,21.1,12.6,3.2,10.3,5.8,14.7,37.7,44.4,71.4,72.9,30.9,38.3,48,53
"28942",84532,9525,4931,4594,15.5,9.9,2.9,3.8,7.8,8.9,36.1,40.6,76.4,79.8,39.3,39.3,52,49
"28943",84533,259,185,74,8.1,45.9,0,0,48.6,0,73.5,33.8,91.9,54.1,24.3,34.2,72,29
"28944",84534,2301,1155,1146,18.5,20.6,4.9,7.2,18.1,10.1,48.7,36.1,68.2,59.8,25.1,24.7,51,50
"28945",84535,2822,1466,1356,21.3,15.9,4.1,2.8,9.8,8.2,38.9,36.6,69.2,69.5,32.5,33.6,52,49
"28946",84536,1856,846,1010,14.8,19.6,6.1,4.5,15.2,9.5,48.3,39.9,68.6,63.7,29,27.4,46,55
"28947",84537,1367,763,604,25.6,10.3,8.9,3,3,6.3,35.6,40.4,62.8,79.1,34.6,40.1,56,45
"28948",84539,511,264,247,18.2,20.2,2.7,1.6,6.8,8.1,39,38.1,66.7,68.4,32.4,32.4,52,49
"28949",84540,105,36,69,0,49.3,38.9,0,0,0,38.9,0,61.1,50.7,NA,51,35,66
"28950",84542,1907,960,947,16.5,13.7,2.7,1.6,8.1,7.1,41.5,37,72.7,77.7,32.8,35.5,51,50
"28951",84601,33667,16926,16741,15,15.6,3.8,3.7,20.3,19.3,55.3,53.2,68.4,69.2,24.7,25,51,50
"28952",84604,47491,22847,24644,11.1,10.1,4,4,38.8,40.3,62.8,62.1,78.7,80.3,23.2,22,49,52
"28953",84606,33499,16685,16814,5.6,6.5,2,2,45.7,49.7,77.3,75.4,83.6,83.2,24.1,22.4,50,51
"28954",84620,1130,513,617,15,19,4.5,4.2,0.8,5,29.2,29.8,71,68.9,38.2,32.4,46,55
"28955",84621,253,152,101,11.2,31.7,18.4,0,0,0,65.1,23.8,70.4,68.3,39.3,34.8,61,40
"28956",84622,1495,734,761,22.5,24.3,5.4,5.7,12,5.4,37.1,31.3,61.7,63.2,24.9,34.2,50,51
"28957",84623,446,272,174,21.3,6.9,11.8,0,19.9,0,53.7,36.2,66.9,68.4,24.7,36.6,61,40
"28958",84624,5600,2836,2764,17.8,15,5.5,5.2,9.4,6.4,35.2,31.9,67.9,69,33.5,37.9,51,50
"28959",84626,296,125,171,13.6,28.7,5.6,8.2,0,4.7,21.6,24.6,80.8,50.9,72.3,18.2,43,58
"28960",84627,6458,3018,3440,21.2,14.9,5,3.6,29.3,39.2,53.5,62.7,67.1,77.3,21.9,20.8,47,54
"28961",84628,655,372,283,14,7.1,5.1,3.9,9.9,7.8,36.6,35,76.3,84.1,41,47.8,57,44
"28962",84629,3125,1776,1349,19,20,5.7,2.1,6.8,7.7,31.5,30.6,63,69.5,33.4,34,57,44
"28963",84630,326,172,154,25.6,26,6.4,2.6,15.1,13,41.9,39,61,63.6,23.2,25.3,53,48
"28964",84631,3176,1630,1546,20.6,23.7,6.4,4.8,6.3,7.8,34.2,36.8,64.2,65.5,33.7,31.3,52,49
"28965",84632,1000,465,535,18.1,11.2,3.9,2.4,11.4,9.2,35.9,39.4,69.5,75.7,33.5,36.5,47,54
"28966",84633,1021,534,487,23.6,17.2,3.2,4.7,9.6,7.4,33.5,37.2,64.6,70.4,30.5,34.2,53,48
"28967",84634,3409,2510,899,4.5,16.7,1.3,8.1,16.8,9.7,63.5,39.4,92.2,63.3,34.2,28.9,74,27
"28968",84635,725,377,348,8.8,12.6,9.3,2.6,5,13.8,36.9,37.4,77.7,72.7,45.1,30.3,52,48
"28969",84636,404,182,222,14.8,20.3,2.7,0.9,1.6,5.9,23.1,32.4,72,74.3,50,41,46,55
"28970",84637,542,302,240,19.2,18.3,8.6,0.4,2.6,11.7,30.8,25.8,68.5,74.6,37,43.6,56,45
"28971",84638,300,140,160,5,32.5,27.1,3.1,0,3.8,52.9,31.9,59.3,60.6,37.1,30.5,47,54
"28972",84639,989,509,480,14.7,18.3,1.6,4.2,10,8.3,40.9,34.2,73.3,73.8,33.6,36.6,52,49
"28973",84640,193,85,108,1.2,9.3,3.5,11.1,5.9,0,52.9,40.7,92.9,76.9,44.5,30,45,56
"28974",84642,3435,1769,1666,17,13.9,7.9,10.2,12.7,8.5,43.3,39,66.2,70.3,26.8,37.1,52,49
"28975",84643,508,249,259,4.4,11.6,0,3.9,11.2,8.1,33.7,26.6,81.5,75.7,42.5,46.5,50,51
"28976",84645,2827,1456,1371,26.6,26.7,9,4.4,9.2,11.2,39.8,39.9,51.9,60,19,24.3,52,49
"28977",84646,1669,720,949,20.7,17.8,4.2,4,10.3,13.5,38.2,35.5,69.6,69.8,36.2,33.4,44,57
"28978",84647,3966,1928,2038,14.2,18.4,8.2,7.4,12.3,9.5,36.7,34.3,70.7,66.8,35.1,34.3,49,52
"28979",84648,5724,2920,2804,22.8,16.5,5.9,7.2,7.8,5.8,36.8,41.3,61.3,65.9,28.6,32.4,52,49
"28980",84649,878,533,345,18.6,11.3,6.9,2.9,15.4,19.1,40.9,31.6,58.2,69.3,19.7,26.2,61,40
"28981",84651,23840,12033,11807,23.2,21.1,5.3,4.6,10.5,9.2,43.2,41.9,59.9,62.7,24.5,27.9,51,50
"28982",84652,838,439,399,23,10.3,2.3,7.8,14.8,19,30.5,58.1,69.5,79.4,38.1,35.2,53,48
"28983",84653,8050,4219,3831,23.7,19.1,8.1,5.3,9.6,9,40.5,39.5,60.4,66.3,26,31.5,53,48
"28984",84654,2633,1281,1352,13.4,19.5,5.7,4.4,4.5,4.3,36,34.4,73.5,66.7,38.2,32.6,49,52
"28985",84655,10745,5387,5358,23.5,27.8,6.2,5.7,9,6.5,42,39.5,58.4,55.6,23.9,24.1,51,50
"28986",84656,380,189,191,10.1,16.8,5.8,0,7.9,3.7,42.9,28.8,75.1,74.9,36.2,38.3,50,51
"28987",84657,614,310,304,26.1,27.6,1.6,4.6,8.1,3,32.3,32.2,58.4,59.2,26.3,30.2,51,50
"28988",84660,38532,19834,18698,23.4,22.6,4.8,5.3,11.5,7.7,44.9,42.6,60.8,60.1,24.6,26.8,52,49
"28989",84662,1238,625,613,26.1,15.3,5.6,4.1,3,5.7,29.3,32,60.8,63,33.9,33.1,51,50
"28990",84663,30811,15580,15231,19.4,19.4,4.8,4.3,10.8,10.8,44.3,43.5,62.1,64.5,25.7,27.3,51,50
"28991",84664,8296,4376,3920,25.7,22.1,5,7,7.1,8.8,33.2,37.7,57.4,63.3,25.2,31.1,53,48
"28992",84665,456,261,195,9.6,24.6,3.4,1,13.8,8.7,47.9,31.8,80.8,69.2,34.6,31.4,58,43
"28993",84667,432,210,222,31.4,7.7,3.8,14,2.4,7.2,19.5,40.5,57.1,68,35.2,32.5,49,52
"28994",84701,8519,4258,4261,19.2,17.2,4.4,5.6,10.5,9.5,41.1,39,67,68.3,29.9,31.1,50,51
"28995",84710,174,82,92,20.7,33.7,3.7,5.4,0,0,23.2,23.9,50,51.1,22,31,48,53
"28996",84711,695,338,357,22.2,27.2,2.4,3.6,6.5,5,32.2,34.7,62.1,58.8,31.7,30.3,49,52
"28997",84712,235,141,94,18.4,7.4,0,0,1.4,0,30.5,37.2,77.3,77.7,42.7,32,60,40
"28998",84713,3708,1958,1750,17,16.2,3.1,7.7,6.5,4.7,36.7,35.8,68.8,66.7,33.9,33.7,53,48
"28999",84714,829,469,360,11.9,16.4,13,0,14.3,15.6,56.5,35.6,67.2,80.3,25.6,35.7,57,44
"29000",84715,472,238,234,12.2,9,3.8,12.4,10.5,1.7,49.6,33.8,80.7,71.4,42.3,45,51,50
"29001",84716,209,109,100,4.6,2,0,0,0,8,22.9,25,87.2,94,59.7,54.3,53,48
"29002",84718,199,111,88,16.2,9.1,15.3,8,0,8,31.5,42,63.1,78.4,42.4,40.4,56,45
"29003",84719,38,27,11,18.5,0,14.8,0,14.8,0,48.1,45.5,66.7,100,39.1,68.1,72,29
"29004",84720,19719,9757,9962,14.2,14.4,3.9,3.3,19.6,24.2,48.2,49.7,72.4,74.5,26,25.2,50,51
"29005",84721,21556,10893,10663,19.3,17.6,6.1,5.1,14.1,15.3,45.1,43.9,65.5,67,26,27.1,51,50
"29006",84722,615,310,305,1,12.8,7.1,1.6,10.3,0,37.1,38.7,81.6,71.5,47.7,35.5,51,50
"29007",84723,956,437,519,18.8,17,5.3,4.8,6.2,10,36.6,43.5,68.4,75.3,38.6,37.6,46,55
"29008",84724,1234,605,629,7.6,17.8,9.9,3.5,12.4,16.4,46.9,40.1,71.7,71.5,30.5,30.8,50,51
"29009",84725,1711,911,800,24.6,21.1,5.2,4.6,6.6,5.8,35.5,34.8,56.9,59.3,25.3,30.1,54,47
"29010",84726,786,403,383,14.6,10.7,3,3.4,1.7,9.1,17.6,25.8,79.7,81.7,50.3,50.1,52,49
"29011",84728,264,108,156,37,12.8,0,35.9,0,0,53.7,70.5,63,51.3,36.2,33.1,41,60
"29012",84729,305,147,158,12.2,11.4,2,3.8,10.2,13.9,34.7,30.4,80.3,72.2,44.1,34.5,49,52
"29013",84730,271,151,120,23.2,17.5,10.6,6.7,5.3,0,29.1,21.7,64.2,65.8,41.9,45.1,56,45
"29014",84731,27,14,13,0,0,100,0,0,0,100,0,0,100,NA,NA,52,49
"29015",84732,7,4,3,0,0,0,0,0,0,0,0,100,100,NA,NA,58,43
"29016",84733,182,109,73,50.5,26,0,0,0,0,18.3,27.4,49.5,74,14,39.9,60,41
"29017",84734,155,74,81,8.1,11.1,8.1,7.4,18.9,18.5,44.6,35.8,81.1,76.5,39.2,39.5,48,53
"29018",84735,227,117,110,16.2,11.8,4.3,1.8,0.9,0,22.2,20.9,76.1,80,55.9,57.4,52,49
"29019",84736,280,152,128,15.8,17.2,11.8,6.3,3.9,0.8,37.5,28.9,61.2,71.9,27.7,43.8,55,46
"29020",84737,15062,7121,7941,19.4,16.7,3.5,6.3,5.7,9.7,31.3,36.9,68,69.7,34.6,32.7,48,53
"29021",84738,7057,3677,3380,15.6,13.5,2.1,2.1,5,4.1,29.4,29.3,72.8,76.9,40.7,43.7,53,48
"29022",84739,488,264,224,33,12.1,1.1,5.8,1.9,6.3,22.7,37.5,56.8,78.6,34.3,41.5,55,46
"29023",84740,246,138,108,29.7,13.9,10.1,6.5,0.7,9.3,17.4,36.1,55.1,75,36.6,43.5,57,44
"29024",84741,5812,2858,2954,15.9,13,4.2,3.5,6.4,4.2,31.6,28.6,74.2,77.8,42.1,46.5,50,51
"29025",84742,216,96,120,10.4,5,4.2,16.7,0,13.3,6.3,49.2,84.4,78.3,64.5,38.7,45,56
"29026",84743,50,35,15,31.4,0,31.4,20,0,20,45.7,53.3,37.1,80,16.6,42.8,70,30
"29027",84744,294,143,151,6.3,16.6,30.1,18.5,0,4.6,47.6,39.1,58,59.6,39.3,31.3,49,52
"29028",84745,4134,1998,2136,13.6,13.6,7.5,2.7,12.5,8.6,44.8,36.9,67.8,65.6,30.8,29.7,49,52
"29029",84746,1504,755,749,25.3,21.8,1.7,6,3.4,2,37,27.1,71.8,62.8,31.8,30.9,51,50
"29030",84747,1093,564,529,29.3,27.4,6.7,3.2,3.5,7.4,34.2,31.8,57.3,59.7,29.5,28.7,52,49
"29031",84749,280,159,121,27.7,16.5,1.3,8.3,5.7,6.6,32.1,38,62.3,68.6,29.3,31.3,57,44
"29032",84750,405,203,202,6.4,16.3,13.8,2,5.4,1.5,28.1,10.4,77.8,76.2,56.2,57,51,50
