"","Id2","M_MedianEarnings_LessThanHighSchoolGraduate","F_MedianEarnings_LessThanHighSchoolGraduate","M_MedianEarnings_HighSchoolGraduate","F_MedianEarnings_HighSchoolGraduate","M_MedianEarnings_SomeCollegeOrAssociate'sDegree","F_MedianEarnings_SomeCollegeOrAssociate'sDegree","M_MedianEarnings_Bachelor'sDegree","F_MedianEarnings_Bachelor'sDegree","M_MedianEarnings_GraduateOrProfessionalDegree","F_MedianEarnings_GraduateOrProfessionalDegree"
"365",1756,57589,NA,54132,27321,70189,42578,100568,60568,127679,72250
"366",1757,26847,20508,35363,21250,44450,38265,79259,43180,86071,69706
"367",1760,17661,18056,46705,23384,52147,34537,76225,51033,104816,59406
"368",1770,NA,NA,23259,23500,72188,30417,126182,31094,144022,73750
"369",1772,20114,NA,40556,37708,44770,50833,113603,57483,151786,78889
"370",1773,NA,NA,89500,37273,48576,26354,101250,39896,147833,61397
"371",1775,NA,NA,30764,19236,80208,22688,106500,43599,111324,72500
"372",1776,25278,NA,48333,18600,77647,24022,124261,54750,142023,75875
"373",1778,NA,NA,53500,7196,41250,37446,110048,45768,137411,69583
"374",1801,20686,20969,42541,27376,49382,38764,70488,56830,76184,57862
"375",1803,26168,23715,40018,27083,50294,41156,80579,47891,102372,64200
"376",1810,38491,12417,52656,20078,61535,31830,97768,57083,124777,61383
"377",1821,37976,40647,51973,30740,54619,36313,73419,44295,97099,67528
"378",1824,33097,45991,52832,23854,58009,41490,82450,52218,104673,65985
"379",1826,30147,24375,49270,27229,62728,40369,69009,43580,77529,65486
"380",1827,NA,NA,58519,37632,64688,50972,117604,39107,127292,63611
"381",1830,24277,23469,37402,28221,57630,31657,57428,39909,91375,63935
"382",1832,30952,20224,32298,23901,44618,32609,65919,45893,72037,70500
"383",1833,51250,NA,48750,30121,70114,35000,84583,56114,99063,71573
"384",1834,22115,NA,52500,21762,54766,33750,81848,45259,83750,51161
"385",1835,9517,10500,41061,25705,53750,31791,66140,39087,81346,60574
"386",1840,24063,16080,28500,23698,35714,22024,4808,39625,28375,24750
"387",1841,21926,16389,26476,19144,32403,26339,40938,25500,57083,50814
"388",1843,27468,15873,37070,21140,38147,30811,44936,40846,105125,66111
"389",1844,29306,18687,41412,27478,53545,34789,73194,49310,81371,52150
"390",1845,21436,5714,42303,28594,55107,32072,98807,55449,109395,63373
"391",1850,21756,21474,39689,30754,48275,30156,51037,50605,61250,57885
"392",1851,24885,26674,31566,30618,39611,31269,52446,34726,53750,62159
"393",1852,26494,19904,37514,27699,41914,33322,64635,54067,71827,58108
"394",1854,26310,18024,31449,27538,40660,32114,51488,48665,51550,49919
"395",1860,47629,NA,37219,15958,53259,29050,86394,42604,110778,63516
"396",1862,22457,60658,51230,24827,55690,41286,64571,47306,86944,52396
"397",1863,32750,19250,48421,27115,52391,41906,75893,33448,102900,81148
"398",1864,70759,NA,47880,25972,52150,32028,99417,52870,101976,71016
"399",1867,52273,8393,51845,26779,54306,39803,81339,50705,105038,71706
"400",1876,44531,17045,49713,23187,60709,41548,78935,55485,98537,63910
"401",1879,14273,NA,53567,28115,46477,45404,90560,44095,114194,55496
"402",1880,21127,8239,47072,28333,56629,40403,75469,57379,95750,65954
"403",1886,23214,NA,53500,26429,70644,27895,109393,43488,119292,68419
"404",1887,40833,11563,48185,26493,59336,39631,91369,45058,100250,66765
"405",1890,38438,12321,42063,33125,51494,41369,112059,54753,130508,79663
"406",1901,23533,35521,35469,21054,32240,22917,72614,64191,66611,41648
"407",1902,25585,19708,33823,24665,36391,31019,37302,40308,67847,56767
"408",1904,37857,27083,46342,37835,57326,39044,81875,58000,81051,61397
"409",1905,25242,14856,34950,26750,47782,30517,42750,44250,45446,53811
"410",1906,50182,22835,45915,32721,53444,37614,68802,45704,74826,66048
"411",1907,NA,30547,50938,29659,72635,39286,87875,37454,85949,62652
"412",1908,NA,NA,41328,33958,52552,33750,76607,61375,115463,69934
"413",1913,30667,NA,41162,24243,53469,38413,80600,51366,73958,63173
"414",1915,22833,19583,40833,26790,46583,32697,67217,51929,102500,59512
"415",1921,NA,NA,49038,26625,34167,44221,102016,42188,183183,74656
"416",1922,NA,NA,93201,52717,44271,34130,52168,43519,94643,29853
"417",1923,21167,24464,46989,28821,50991,33008,71179,51505,85000,61380
"418",1929,7426,NA,50341,34671,49267,26850,100625,34303,113813,44348
"419",1930,34423,14850,39075,18699,45735,27234,76517,41928,81483,51000
"420",1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",1938,41078,37895,31202,16592,50525,33281,79496,34927,85034,59728
"422",1940,23571,NA,43750,28571,65964,36059,90000,54597,102500,59886
"423",1944,NA,NA,58750,33833,44833,19625,94625,58705,144906,64242
"424",1945,9429,26250,38083,31936,63833,37689,105392,37647,114259,58922
"425",1949,19632,NA,33995,27426,52125,41188,94702,49706,105481,71359
"426",1950,11979,43750,33822,21250,54663,33205,71250,44134,81964,65915
"427",1951,NA,NA,42668,32308,54643,35882,91423,26549,77308,60536
"428",1952,32379,33750,40208,34821,42667,33527,64788,54583,72727,73554
"429",1960,41525,21649,44179,29327,50357,35616,59625,44044,84750,65871
"430",1966,61477,NA,39318,31808,40613,25227,48889,35882,59773,52879
"431",1969,17443,43010,50313,21837,74231,41221,87115,42353,97386,75455
"432",1970,24420,18099,41558,26260,40894,33750,54123,44394,76860,64893
"433",1982,NA,NA,51759,19417,54444,35875,86109,31377,95682,68750
"434",1983,NA,NA,32917,10875,72016,22188,104722,52738,135625,60257
"435",1984,NA,NA,52708,31250,58000,30509,134722,50486,203750,69267
"436",1985,NA,NA,48405,33977,64348,52647,86688,30536,124444,66696
"437",2019,42206,12743,37461,31147,58295,39583,89554,43616,103393,72266
"438",2021,58040,NA,46765,20741,45242,41733,85576,52828,105375,75086
"439",2025,37059,66146,66250,27115,61080,60208,142656,41005,126250,35956
"440",2026,27352,21250,46563,33533,39902,40101,70117,54654,90174,61553
"441",2030,NA,NA,45714,NA,41528,36833,82778,50694,202794,102375
"442",2032,11976,NA,53984,45127,52837,43702,78214,48618,76985,53370
"443",2035,18977,10893,39668,37684,61556,33814,71803,49074,111518,54405
"444",2038,40982,17000,42330,23975,65399,34849,97414,49926,113667,61918
"445",2043,32321,10250,42000,25823,51528,26170,111953,36125,161942,50714
"446",2045,20714,15000,39205,28575,56705,37305,73864,43510,81641,76509
"447",2047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",2048,29099,30755,38396,31115,51721,42027,83032,49107,113087,73095
"449",2050,4737,16953,49352,23823,54973,35593,85976,46116,87841,59094
"450",2052,NA,NA,35917,30489,55179,36800,104200,59821,152281,74702
"451",2053,NA,NA,55580,26729,53462,31719,94973,50804,97386,73108
"452",2054,80047,NA,51688,34773,49821,38333,79688,41532,105208,65703
"453",2056,9028,9091,42102,20341,54563,37898,109806,52889,112639,73371
"454",2061,NA,NA,42250,28661,61944,22207,100208,53790,134265,54490
"455",2062,28813,20286,42121,26950,52083,32687,77244,46472,91063,64539
"456",2066,25000,20625,39659,34628,50845,40446,90821,53358,129205,60417
"457",2067,20217,25284,47644,12150,53846,44327,92880,46989,118808,64286
"458",2071,8667,NA,26875,NA,86442,52596,92045,16042,NA,54423
"459",2072,43048,34439,44573,29973,50502,38333,64144,50346,92120,58958
"460",2081,16310,30750,44703,26563,59519,33924,97639,50020,93750,62713
"461",2090,NA,NA,50909,20880,59750,43869,108150,50153,124199,76621
"462",2093,23182,13125,49871,28871,57895,29604,88646,49803,126364,70625
"463",2108,NA,NA,6786,NA,39460,NA,64292,54324,99018,58750
"464",2109,9254,NA,48947,11389,42292,43125,101058,67500,104740,77000
"465",2110,NA,NA,NA,NA,NA,36250,123125,NA,163333,48235
"466",2111,7029,12669,17244,23080,15556,19925,82311,60536,153750,60714
"467",2113,NA,NA,45556,42788,38906,33625,63183,53730,79028,63000
"468",2114,8958,NA,39917,16250,47500,50968,75978,57784,94732,65403
"469",2115,23199,17542,17448,32675,37703,24238,57556,41607,81953,61458
"470",2116,13631,11589,31164,21910,32009,32143,91823,65331,114007,61492
"471",2118,14242,17011,29167,18689,31071,37817,64811,54798,95144,72305
"472",2119,21857,16538,34442,23485,32323,31462,39063,41667,37292,57303
"473",2120,23977,23125,30481,30844,30000,32455,48333,54000,57660,51092
"474",2121,25357,20341,32411,20339,31180,31250,36607,48125,50481,70625
"475",2122,23819,21129,32810,31484,43716,33163,58705,47621,70595,60030
"476",2124,22500,18490,31557,30048,31964,37863,44741,47535,81053,65162
"477",2125,17319,21335,28903,24940,37076,33697,47672,44606,66081,59339
"478",2126,20400,20573,26290,26999,33889,27069,43472,45257,69091,51464
"479",2127,25417,16992,42698,27290,47361,34541,70507,56059,87134,71583
"480",2128,25429,19308,31879,19346,34482,30677,47174,41048,62641,61587
"481",2129,15632,10873,31458,31063,41250,26968,83917,73794,102281,77473
"482",2130,24138,18241,26906,23809,38733,31458,54382,43641,64067,59063
"483",2131,35298,20469,37902,27045,44504,31153,48464,49299,79464,63108
"484",2132,26000,6020,34206,38409,44916,32759,75368,53242,101700,65855
"485",2134,20441,11523,29342,26250,25530,31004,41607,40322,40485,41731
"486",2135,25274,19904,45313,25223,36875,28869,49388,46002,56420,51555
"487",2136,31974,26971,36173,29649,44215,34952,44150,44304,60547,65135
"488",2138,50978,21402,23281,31056,32098,25969,45673,46477,75313,51462
"489",2139,16799,19254,34718,27279,23846,30727,48633,42175,59189,58938
"490",2140,17184,27255,31648,26850,24154,17045,51478,49208,82045,59700
"491",2141,25431,17656,30996,31750,41765,27672,57982,44598,70833,70760
"492",2142,NA,NA,NA,NA,152031,NA,44181,47903,100333,82461
"493",2143,30887,17799,26835,28049,35260,29048,52454,43763,54548,53089
"494",2144,5642,12583,34145,17303,42853,37727,59351,46156,58387,52750
"495",2145,30548,19466,33276,25426,38494,34821,47392,44375,53995,57003
"496",2148,26075,15532,28915,21554,34407,32360,46937,45526,78422,53758
"497",2149,31112,17008,32232,24649,38817,32316,41095,36541,75250,53378
"498",2150,25502,17056,29209,18859,33164,35240,46534,38397,50994,64333
"499",2151,31627,14969,36962,21845,51437,34893,46628,42035,69890,69073
"500",2152,34914,4712,39596,28348,50685,36422,73185,53819,70757,52010
"501",2155,21885,22853,42740,26194,49659,34107,63560,44821,77431,53438
"502",2163,NA,NA,NA,NA,NA,NA,32737,22033,23482,10764
"503",2169,29083,16306,32375,28220,42266,33100,59270,49058,71275,61634
"504",2170,20868,18269,29821,28083,40039,37839,50625,50124,66397,61000
"505",2171,28750,18974,27500,24848,55818,44382,61210,50701,64554,64635
"506",2176,47917,9505,46108,29009,55780,36721,71767,50935,86567,59156
"507",2180,42321,19643,48530,33839,62250,35909,75095,48894,96642,62500
"508",2184,27619,22052,46458,25730,56667,40361,73895,57100,84856,68565
"509",2186,20855,14975,39375,40951,47545,34849,91057,60074,112946,73750
"510",2188,25216,NA,44762,32500,53534,47019,72603,52116,63295,56917
"511",2189,42727,15625,38979,25250,53819,38198,56603,52272,65536,50644
"512",2190,29934,NA,45000,31055,58171,40926,82135,54776,81563,70750
"513",2191,4426,15625,51152,29107,51958,39615,55227,52357,56591,63977
"514",2199,NA,NA,NA,NA,108625,NA,107459,26354,130556,58688
"515",2203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",2210,NA,NA,NA,NA,45054,100184,90880,70643,92019,71375
"517",2215,3929,NA,35222,6917,38448,13510,47866,57432,56326,48333
"518",2301,26261,19961,35232,24956,41497,30578,46201,44266,61190,47292
"519",2302,32021,21131,38667,24758,41119,31120,44006,40179,66447,63864
"520",2322,35000,NA,43304,16510,41500,45938,72596,47500,57333,94345
"521",2324,6080,22292,45089,24216,57098,39821,80455,51349,90500,61161
"522",2330,41053,37734,50076,26129,51065,35867,60893,42952,95000,43750
"523",2332,3333,NA,40208,23355,64318,25671,109881,49387,133565,61901
"524",2333,16589,27692,41987,30804,60774,35032,76148,54167,87311,52375
"525",2338,56071,17188,42668,26823,47885,24674,62722,42254,63173,79583
"526",2339,26509,26161,57137,29063,61645,32621,81250,50750,140900,61406
"527",2341,33381,23750,44112,26643,61191,34831,76125,51333,93654,63490
"528",2343,10893,34261,51458,40737,49554,25431,64670,50846,80804,40281
"529",2346,30577,20879,42143,34267,50481,31045,59899,55833,80938,67500
"530",2347,25750,14438,56106,26988,66148,37250,87292,32222,105833,56765
"531",2351,41985,NA,46591,21597,46075,33295,77250,54880,82955,60385
"532",2356,54107,NA,49410,23438,63045,36406,91250,41479,89219,75322
"533",2357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",2359,34063,14167,47612,28495,50507,35205,80417,51339,97083,62521
"535",2360,21650,20256,43418,27309,50313,31908,69938,50110,100409,60043
"536",2364,14306,24405,30607,18810,48184,40636,87148,44294,84432,52138
"537",2366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",2367,42250,NA,57639,37375,65391,32679,64750,45500,90375,68375
"539",2368,25706,24205,35564,30457,41341,35323,62723,43794,63417,72675
"540",2370,21983,10451,37800,26996,46042,37857,57576,42384,86000,62250
"541",2375,21250,9408,27353,27807,45982,37829,64063,52930,88107,72383
"542",2379,14315,30375,38750,34028,53291,40156,80556,50282,73889,79773
"543",2382,26321,7500,42128,31336,54051,42434,54890,51500,59500,71167
"544",2420,9219,NA,39167,30724,38636,31016,109311,41953,131250,77917
"545",2421,60000,17188,47546,16278,71484,43125,96490,37283,131983,86466
"546",2445,NA,NA,32106,31719,30476,51544,56063,56136,114907,62877
"547",2446,70167,4420,29561,20459,40000,34583,64574,49946,89984,64022
"548",2451,32000,11627,44297,26956,51103,34677,68682,61737,95451,62849
"549",2452,16172,18393,38985,28056,54107,39643,76185,45037,100032,63199
"550",2453,21746,19268,28006,24261,48421,38125,75208,51172,75824,60401
"551",2457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",2458,45439,NA,29091,31595,61571,37578,65000,51627,120463,70938
"553",2459,NA,NA,44856,16518,67188,35179,98779,67847,130026,58922
"554",2460,19914,12375,27250,26282,58409,46477,64963,51750,109000,65956
"555",2461,NA,18750,45703,19948,31389,26429,70104,63854,94531,77466
"556",2462,NA,NA,NA,NA,NA,30556,14792,71477,170302,67000
"557",2464,24432,NA,7121,21250,53000,42434,52708,43523,81696,63242
"558",2465,29861,33864,48393,38125,55313,43977,85987,53036,160121,65592
"559",2466,8611,NA,53025,32500,41786,28750,91319,58036,92415,65774
"560",2467,NA,NA,22475,26161,52763,32433,84577,44023,105985,68641
"561",2468,NA,NA,160610,21250,79821,32321,104286,69821,144907,70729
"562",2472,33828,21847,46500,26690,41342,39125,60606,54120,90922,57771
"563",2474,32609,10987,36667,32575,51981,36344,74617,51969,91693,62950
"564",2476,16923,20625,43750,37500,55119,31406,84174,56635,99688,71543
"565",2478,35833,28750,46625,31424,43750,29785,73686,50525,106419,66494
"566",2481,NA,NA,51563,30069,44055,32135,124063,42450,206625,81700
"567",2482,NA,NA,67031,24167,74922,29063,131844,60688,130054,71464
"568",2492,44545,5521,45531,21957,63167,25455,104669,53806,153401,75495
"569",2493,NA,7222,53750,31964,58621,33523,109292,36591,216944,74688
"570",2494,NA,NA,60380,28864,25481,28750,86750,51590,153401,66179
"571",2532,29375,NA,34808,25523,56205,39556,81786,45982,66875,65577
"572",2534,NA,NA,NA,NA,53298,38287,51316,40799,46346,NA
"573",2535,31719,NA,62361,20694,36875,35714,31875,21898,57500,33214
"574",2536,51607,10000,33598,30153,60018,27781,54662,40145,58750,65125
"575",2537,NA,NA,32250,31006,50156,32031,67071,34120,69659,70982
"576",2538,22566,NA,50030,21223,50733,53031,80724,45662,NA,NA
"577",2539,39464,41429,40966,30250,30240,29830,70179,56136,49150,56667
"578",2540,40030,NA,33750,21000,65900,35077,53375,46944,85571,48672
"579",2542,NA,NA,8750,23024,41583,NA,95679,32250,NA,13250
"580",2543,NA,NA,17500,NA,54318,31339,NA,12625,92188,30156
"581",2553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",2554,26250,21250,36136,40514,44854,40768,74219,39004,41458,59375
"583",2556,NA,NA,150391,53942,59028,51563,85898,39677,125000,63456
"584",2557,NA,NA,37298,25417,52215,48431,54417,39100,73554,62625
"585",2558,NA,NA,48000,24006,49469,43421,NA,NA,NA,NA
"586",2559,NA,NA,52955,22292,33750,27557,67097,22826,38667,57143
"587",2561,NA,NA,NA,NA,NA,23906,NA,NA,132619,NA
"588",2562,NA,NA,61875,30677,54881,30347,73750,44052,115302,53419
"589",2563,28342,54722,32413,22330,52404,30000,70063,40278,86731,70147
"590",2564,NA,NA,NA,NA,NA,40441,NA,NA,NA,NA
"591",2568,NA,NA,45405,27500,63259,40061,42986,31631,16875,34708
"592",2571,33750,11111,47850,26205,43288,35799,61250,51029,84554,80217
"593",2575,NA,NA,50859,38036,27407,19063,39792,31715,85885,56667
"594",2576,NA,50931,48006,17679,55371,27472,71964,63321,NA,82500
"595",2584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",2601,25028,20921,29600,29400,32826,37155,32083,29313,31214,53889
"597",2630,NA,NA,NA,NA,31345,31016,62969,108333,53333,79853
"598",2631,NA,7120,36184,22321,35099,34643,51522,48434,79519,48935
"599",2632,29125,15069,38299,40795,44900,25469,64850,39838,79167,70313
"600",2633,NA,NA,38875,29000,33966,26111,40972,47571,77639,51354
"601",2635,NA,NA,36908,35833,86786,26708,63618,22035,91324,50900
"602",2637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",2638,NA,NA,40781,17778,52917,29300,60882,40536,96164,36855
"604",2639,25859,NA,30833,14153,40750,21382,49000,53636,16250,50795
"605",2641,NA,NA,NA,NA,14338,NA,NA,31420,79926,NA
"606",2642,14279,NA,21403,30573,26471,22031,71250,37619,50216,17031
"607",2643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",2644,NA,NA,46816,23472,43788,27165,90625,41641,36619,32583
"609",2645,31750,11833,37024,21304,44922,34943,60938,33482,66250,56154
"610",2646,NA,NA,34659,20900,21250,52711,53810,53625,43646,53250
"611",2647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",2648,NA,31786,41504,21740,52611,30750,69583,46266,48958,37813
"613",2649,43359,11023,35948,23972,48750,29806,81202,48311,59722,54896
"614",2650,NA,NA,31635,NA,42813,56111,119934,17311,20556,9821
"615",2651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",2652,NA,NA,39107,21250,NA,20781,40288,35521,10789,95813
"617",2653,26028,NA,39792,26118,41667,30313,31250,28233,30536,52781
"618",2655,NA,NA,48194,24485,48472,33864,80776,40893,86000,23750
"619",2657,NA,NA,23670,14896,22656,21161,47299,35239,47935,18182
"620",2659,NA,NA,56667,13456,35972,22778,41389,50265,25179,51094
"621",2660,11000,8899,25625,29756,36597,32055,65527,24873,85547,48380
"622",2663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",2664,21427,16429,33438,20550,40959,37404,41736,40321,64833,38651
"624",2666,NA,NA,NA,4803,51000,10556,34583,75536,70250,71042
"625",2667,NA,NA,51382,21569,12740,17182,17500,53571,13289,63833
"626",2668,NA,NA,43750,NA,59375,27361,82778,23200,74926,73056
"627",2669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",2670,NA,NA,27143,16635,50833,23929,48417,26042,75446,NA
"629",2671,NA,NA,11161,NA,41979,54432,NA,67571,12404,80278
"630",2672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",2673,21962,NA,35720,19413,48472,33958,54706,38971,61111,52250
"632",2675,NA,NA,32637,20270,52011,30250,38000,41310,75865,24688
"633",2702,42361,12458,51596,20150,43083,33036,71750,56023,74643,69233
"634",2703,21907,24360,41274,26541,49460,31033,69595,52244,85859,60791
"635",2713,NA,NA,27292,NA,30714,25417,NA,NA,NA,NA
"636",2715,NA,NA,46336,15897,41500,37303,73100,44375,128750,75441
"637",2717,29958,12292,50111,22092,49444,26985,82292,43906,60688,81620
"638",2718,41094,26528,47404,29857,60313,42443,69393,50521,74167,38824
"639",2719,36008,30353,40417,26475,50687,30161,62959,50335,100526,70129
"640",2720,26360,19544,35797,24206,37406,28151,54234,37263,64350,56411
"641",2721,30326,16855,34455,19342,40043,25534,33897,35189,58281,53375
"642",2723,27500,19750,41533,16613,40000,26250,39911,39024,90833,70000
"643",2724,27206,20913,33043,24968,36176,29375,33482,50682,63333,88077
"644",2725,41875,20370,65208,16970,40987,37578,41731,NA,51250,52266
"645",2726,26429,17770,50156,31228,48505,36798,72518,36691,54688,57857
"646",2738,NA,NA,45278,32857,59180,41415,81000,29479,100625,51484
"647",2739,32386,NA,35651,17000,66667,45385,82250,40179,94743,67841
"648",2740,30400,19093,30867,22446,40742,26416,48375,42366,53750,55069
"649",2743,37042,27750,53031,28750,42386,33750,65096,49216,71833,65994
"650",2744,31663,17801,35000,23737,42773,21890,47632,30714,70848,38472
"651",2745,36199,21917,41599,25726,50855,30878,52870,53138,56544,54107
"652",2746,26883,17902,25268,23199,42632,23973,35972,36000,61071,34583
"653",2747,31809,21875,44581,27629,47911,31537,53750,47067,73189,55806
"654",2748,25511,16389,44208,25521,50156,38417,54313,59850,75795,65274
"655",2760,37763,16419,43454,24452,50707,28442,79396,44137,97636,61786
"656",2762,57797,NA,42115,27348,49274,35195,83779,37906,115179,53864
"657",2763,NA,NA,64926,42875,37589,50089,112639,43750,130078,62375
"658",2764,NA,15408,51010,22165,53833,46250,70885,34167,79539,31912
"659",2766,65292,35648,42951,26241,50833,35021,85053,47520,83580,73548
"660",2767,27628,33417,44605,33681,60850,48929,80694,54973,95903,65556
"661",2769,33413,15125,41067,25577,57769,29583,53690,51205,71081,55179
"662",2770,4835,25313,48893,31563,58125,42083,86875,49107,90813,60156
"663",2771,42391,40132,49543,14849,44323,33228,75988,36494,107188,76568
"664",2777,36452,15167,36681,25303,52870,36592,80741,58350,83611,59250
"665",2779,30682,22425,50625,29643,51719,38125,75625,54145,72188,82625
"666",2780,25988,21132,38956,26982,46746,32440,56961,51995,78600,57188
"667",2790,43156,28618,51432,25410,48982,26806,90061,49907,71901,59554
"668",2791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",2802,NA,NA,NA,NA,39063,28750,240372,NA,NA,NA
"670",2804,18889,NA,47697,25179,43250,38040,92688,59868,NA,71125
"671",2806,40000,38125,53690,14550,57434,28662,81302,44330,112059,53995
