"","WhiteAlone","BlackOrAfricanAmericanAlone","AmericanIndianAndAlaskaNativeAlone","AsianAlone","NativeHawaiianAndOtherPacificIslanderAlone","SomeOtherRaceAlone","TwoOrMoreRaces","Id2"
"24763",97.47,1.62,0,0,0,0.19,0.71,72016
"24764",71.7,28.05,0,0,0,0,0.25,72017
"24765",96.42,2.07,0.08,0.52,0,0.28,0.63,72019
"24766",94.82,0.44,0.12,0,0,2.2,2.42,72020
"24767",50.34,47.9,0.42,0.32,0,0,1.02,72021
"24768",87.96,7.87,0.57,1.25,0,0.73,1.61,72022
"24769",92.43,1.96,0.34,0.76,0,1.5,3.01,72023
"24770",90.68,8.39,0,0,0,0,0.93,72024
"24771",77.01,22.75,0,0,0,0,0.23,72025
"24772",71.27,28.73,0,0,0,0,0,72026
"24773",97.02,0.29,0,0.69,0,0,2.01,72027
"24774",69.03,27.31,0,0.11,0,2.87,0.68,72029
"24775",97.63,0.89,0,0,0,0,1.48,72030
"24776",94.45,1.89,0.14,0.22,0,1.76,1.54,72031
"24777",79.35,17.48,0.36,0.47,0.01,0.31,2.02,72032
"24778",81.4,12.48,0.21,2.56,0,1.03,2.31,72034
"24779",67.89,22.07,0,6.01,0.29,0.64,3.09,72035
"24780",35.27,63.8,0,0,0,0,0.92,72036
"24781",34.15,65.85,0,0,0,0,0,72037
"24782",52.27,47.73,0,0,0,0,0,72038
"24783",77.48,13.24,0.04,0,0,4.41,4.83,72039
"24784",90.74,5.93,0,0.51,0,0.78,2.03,72040
"24785",79.78,20.08,0,0,0,0,0.14,72041
"24786",79.23,17.51,0.26,0,0,0.7,2.31,72042
"24787",100,0,0,0,0,0,0,72044
"24788",88.57,7.71,0,0,0,1.86,1.86,72045
"24789",68.66,30.08,0.06,0.4,0,0.59,0.21,72046
"24790",96.59,0,1.59,0,0,0.34,1.48,72047
"24791",100,0,0,0,0,0,0,72048
"24792",75.31,0,0,0,0,0,24.69,72051
"24793",87.99,5.27,0.25,0,0,5.88,0.61,72055
"24794",93.36,6.64,0,0,0,0,0,72057
"24795",95.82,0.78,0.91,0.16,0,0.45,1.88,72058
"24796",42.31,57.69,0,0,0,0,0,72059
"24797",99.66,0.34,0,0,0,0,0,72060
"24798",100,0,0,0,0,0,0,72061
"24799",89.73,3.63,5.76,0,0,0,0.88,72063
"24800",85.21,14.67,0,0.12,0,0,0,72064
"24801",83.38,15.27,0,1.03,0,0.31,0,72065
"24802",97.31,0.91,0,0,0,0.27,1.51,72067
"24803",98.73,0.42,0,0,0,0,0.85,72068
"24804",43.86,56.14,0,0,0,0,0,72069
"24805",99.06,0,0.61,0,0,0,0.33,72070
"24806",78.01,20.57,0.18,0,0,0,1.24,72072
"24807",76.71,22.15,0,0,0,0,1.14,72073
"24808",98.96,0,0,0,0,0,1.04,72074
"24809",67.24,26.3,0.86,1.56,0.01,1.11,2.91,72076
"24810",92.69,7.31,0,0,0,0,0,72079
"24811",98,0,2,0,0,0,0,72080
"24812",91.57,3.63,0.43,0.14,0,1.95,2.28,72081
"24813",71.9,12.59,0.36,0,0,13.37,1.77,72082
"24814",66.92,30.38,0,0.77,0,1.92,0,72083
"24815",82.24,11.88,0,0,0.13,5.5,0.25,72084
"24816",100,0,0,0,0,0,0,72085
"24817",81.47,13.12,0,0.93,0,2.42,2.07,72086
"24818",97.74,0,0,0,0,0,2.26,72087
"24819",99.56,0,0,0,0,0,0.44,72088
"24820",73.36,22.95,0,2.87,0,0.82,0,72099
"24821",86.35,12.01,0.35,0,0.15,0.06,1.08,72101
"24822",96.52,1.17,0.43,0.61,0,0,1.26,72102
"24823",78.5,15.14,0.72,1.35,0,0,4.29,72103
"24824",81.46,16.43,0.21,0.07,0,0.24,1.59,72104
"24825",93.37,3.66,0.41,0,0,0,2.56,72106
"24826",17.54,82.46,0,0,0,0,0,72107
"24827",61.54,38.46,0,0,0,0,0,72108
"24828",84.25,13.54,0.23,0,0,0.31,1.66,72110
"24829",98.98,0.81,0,0,0,0.2,0,72111
"24830",73.66,22.56,0.7,0.43,0,0.54,2.1,72112
"24831",75.11,19.53,0,2.4,0.25,0.71,2,72113
"24832",23.35,74.66,0.33,0.08,0.02,0.04,1.51,72114
"24833",79.35,16.53,0.22,1.18,0,0.34,2.38,72116
"24834",32.06,65.27,0.1,0.33,0,0.66,1.58,72117
"24835",66.86,29.3,0.23,0.26,0,1.87,1.47,72118
"24836",81.01,18.99,0,0,0,0,0,72119
"24837",79.39,17.16,0.24,0.79,0,0.73,1.69,72120
"24838",97.03,0,0,0,0,0.29,2.68,72121
"24839",97.62,0,0,0,0,0,2.38,72122
"24840",84.99,12.6,0,0,0,0,2.41,72123
"24841",96.32,0,1.68,0.84,0,1.16,0,72125
"24842",93.61,1.03,0,0.24,0,2.33,2.79,72126
"24843",76.73,20.63,0,0,0,0,2.64,72127
"24844",98.63,0,0,0,0,0,1.37,72128
"24845",95.49,2.95,0,0,0,0,1.56,72129
"24846",91.49,0,0,0,0,0,8.51,72130
"24847",97.05,0,0.48,0.26,0,0.3,1.92,72131
"24848",91.52,5.98,0,0.24,0,0,2.26,72132
"24849",98.42,1.58,0,0,0,0,0,72134
"24850",92.37,3.4,3.76,0,0,0,0.47,72135
"24851",98.44,0,0,0,0,0,1.56,72136
"24852",95.78,0.19,0,0.79,0,2.13,1.11,72137
"24853",100,0,0,0,0,0,0,72139
"24854",100,0,0,0,0,0,0,72140
"24855",100,0,0,0,0,0,0,72141
"24856",67.84,32.16,0,0,0,0,0,72142
"24857",91.39,5.04,0.22,0.86,0,0.48,2.01,72143
"24858",NA,NA,NA,NA,NA,NA,NA,72149
"24859",96.67,1.55,0.58,0.63,0,0,0.56,72150
"24860",69.23,30.77,0,0,0,0,0,72152
"24861",99.25,0,0,0,0,0,0.75,72153
"24862",95.06,0,3.75,0,0,0,1.19,72156
"24863",91.02,6.8,1.43,0,0,0,0.76,72157
"24864",65.09,32.49,0.08,1.04,0.11,0.23,0.96,72160
"24865",NA,NA,NA,NA,NA,NA,NA,72165
"24866",100,0,0,0,0,0,0,72166
"24867",97.36,1.57,0,0,0,1.07,0,72167
"24868",58.26,38.63,0,0,0,1.53,1.58,72168
"24869",100,0,0,0,0,0,0,72169
"24870",81.1,17.07,0,0,0,0,1.83,72170
"24871",97.79,0.04,0,0,0.14,1.09,0.94,72173
"24872",34.78,65.22,0,0,0,0,0,72175
"24873",98.14,0.12,0.71,0,0,0.26,0.78,72176
"24874",100,0,0,0,0,0,0,72179
"24875",100,0,0,0,0,0,0,72181
"24876",92.82,6.76,0,0,0,0,0.42,72201
"24877",43.69,51.27,0.13,1.93,0,1.09,1.88,72202
"24878",24.38,71.02,0.44,0.64,0.04,2.33,1.15,72204
"24879",70.27,23.47,0.3,4.01,0.18,0.28,1.49,72205
"24880",48.15,49.06,0.34,0.19,0.02,0.34,1.89,72206
"24881",91.18,6.07,0,1.01,0,0.21,1.53,72207
"24882",29.77,63.99,0.54,0.24,0.03,3.02,2.39,72209
"24883",57.37,34.77,1.33,2.35,0,2.01,2.18,72210
"24884",59.56,28.12,0.13,10.05,0,1.43,0.71,72211
"24885",80.76,14.32,0.27,1.82,0.01,0.15,2.66,72212
"24886",77.1,14.39,0.54,6.2,0.04,1.24,0.5,72223
"24887",69.97,26.23,0.1,2.11,0,0,1.58,72227
"24888",34.01,63.42,0.02,1.14,0.08,0.08,1.26,72301
"24889",38.37,49.42,0,0,0,11.63,0.58,72311
"24890",56.02,42.01,0,0.49,0,0.36,1.13,72315
"24891",42.8,57.2,0,0,0,0,0,72320
"24892",87.76,12.24,0,0,0,0,0,72321
"24893",79.43,19.15,0,1.42,0,0,0,72322
"24894",95.61,3.27,0.68,0.1,0,0,0.34,72324
"24895",84.62,0,0,0,0,0,15.38,72325
"24896",71.64,27.79,0,0,0,0.57,0,72326
"24897",52.93,46.06,0.47,0.4,0.07,0,0.07,72327
"24898",100,0,0,0,0,0,0,72328
"24899",100,0,0,0,0,0,0,72329
"24900",97.9,1.57,0,0,0,0,0.52,72330
"24901",17.68,81.73,0,0,0,0,0.59,72331
"24902",9.43,90.57,0,0,0,0,0,72332
"24903",49.76,39.41,0,0,0,0,10.82,72333
"24904",39.23,56.01,0.22,0.33,0.07,1.62,2.52,72335
"24905",100,0,0,0,0,0,0,72338
"24906",16.08,83.92,0,0,0,0,0,72339
"24907",0,100,0,0,0,0,0,72340
"24908",50.16,49.84,0,0,0,0,0,72341
"24909",39.19,59.95,0,0.39,0,0.13,0.34,72342
"24910",81.17,15.18,0,0,0,0,3.65,72346
"24911",98.69,0,0.73,0,0,0,0.58,72347
"24912",44.34,53.33,0.17,0,0,1.7,0.45,72348
"24913",67.13,29.32,0,0,0,0.46,3.09,72350
"24914",97.56,0.61,0,0,0,0,1.83,72351
"24915",60.78,39.22,0,0,0,0,0,72353
"24916",84.62,13.61,0,0,0,0,1.77,72354
"24917",50.55,48.34,0,0,0,0,1.11,72355
"24918",43.41,54.3,0.72,0,0,0,1.58,72358
"24919",0,100,0,0,0,0,0,72359
"24920",35.17,63.57,0.35,0,0,0.8,0.11,72360
"24921",66.71,27.78,0.17,0.49,0.22,2.55,2.08,72364
"24922",73.85,23.71,0.76,0,0,0.17,1.52,72365
"24923",43.44,56.15,0,0,0,0,0.41,72366
"24924",24.14,75.86,0,0,0,0,0,72367
"24925",77.79,22.21,0,0,0,0,0,72368
"24926",48.81,48.08,0.49,0.32,0.11,0.67,1.53,72370
"24927",77.46,21.44,0.83,0,0,0,0.26,72372
"24928",36.97,62.71,0.32,0,0,0,0,72373
"24929",47.91,47.38,1.6,0,0,0,3.1,72374
"24930",63.25,31.65,0.19,0.25,0,0.5,4.17,72376
"24931",100,0,0,0,0,0,0,72377
"24932",95.08,4.92,0,0,0,0,0,72379
"24933",NA,NA,NA,NA,NA,NA,NA,72383
"24934",57.95,42.05,0,0,0,0,0,72384
"24935",92.6,6.23,0,0,0,0,1.18,72386
"24936",41.37,58.63,0,0,0,0,0,72389
"24937",25.63,73.78,0,0,0,0.07,0.51,72390
"24938",62.09,36.39,0,0,0,0,1.53,72392
"24939",37.73,62.27,0,0,0,0,0,72394
"24940",73.25,25.08,0,1.67,0,0,0,72395
"24941",75.68,21.17,0.26,0.8,0,0.3,1.79,72396
"24942",75.88,20.34,0.58,1.21,0,0.7,1.29,72401
"24943",88.33,7.89,0.15,1.91,0.11,0,1.61,72404
"24944",88.97,5.51,0,0,0,0,5.51,72410
"24945",93.86,3.79,0,0.48,0,0.3,1.57,72411
"24946",73.49,0,0,2.07,0,8.09,16.35,72412
"24947",97.42,0.46,0.91,0,0,0,1.22,72413
"24948",100,0,0,0,0,0,0,72414
"24949",98.25,0,0,0,0,0.3,1.45,72415
"24950",98.03,0.66,0.03,0.11,0,0.2,0.97,72416
"24951",99.23,0,0,0,0,0.28,0.49,72417
"24952",100,0,0,0,0,0,0,72419
"24953",96.27,0,0,1.86,0,0.62,1.24,72421
"24954",97.35,0.14,0.36,0,0,0.44,1.71,72422
"24955",100,0,0,0,0,0,0,72424
"24956",99.73,0.27,0,0,0,0,0,72425
"24957",100,0,0,0,0,0,0,72426
"24958",98.45,0,0,0,0,0,1.55,72427
"24959",93.44,3.28,0,0,0,0,3.28,72428
"24960",97.84,1.35,0,0,0,0,0.81,72429
"24961",98.37,0,0,0,0,0,1.63,72430
"24962",98.92,0,1.08,0,0,0,0,72431
"24963",96.51,2.59,0,0,0,0,0.9,72432
"24964",92.8,0.79,1.55,0,0,0.06,4.8,72433
"24965",89.34,2.15,0,0,0,0,8.51,72434
"24966",99.43,0,0.57,0,0,0,0,72435
"24967",98.88,0,0,0,0,0,1.12,72436
"24968",94.38,0.93,0,0,0,1.23,3.46,72437
"24969",96.91,0.27,1.51,0,0,1.16,0.15,72438
"24970",97.35,0,0,0,0,0,2.65,72440
"24971",100,0,0,0,0,0,0,72441
"24972",94.88,0.04,0,0,0,0,5.07,72442
"24973",99.4,0,0.33,0,0,0,0.27,72443
"24974",98.32,0,0.63,0.28,0,0,0.77,72444
"24975",100,0,0,0,0,0,0,72445
"24976",97.32,0.21,0.93,0.21,0,0,1.34,72447
"24977",97.24,0,2.76,0,0,0,0,72449
"24978",96.78,0.83,0.43,0.12,0,0.5,1.35,72450
"24979",100,0,0,0,0,0,0,72453
"24980",96.43,0.27,0,0.15,0,1.62,1.53,72454
"24981",97.81,0.14,0.2,0.34,0,0.43,1.08,72455
"24982",98.08,0,0,0,0,0,1.92,72456
"24983",100,0,0,0,0,0,0,72457
"24984",100,0,0,0,0,0,0,72458
"24985",99.41,0,0,0,0,0,0.59,72459
"24986",99.83,0,0,0,0.17,0,0,72460
"24987",98.54,0.39,0.2,0.11,0,0,0.76,72461
"24988",99.12,0,0,0,0,0,0.88,72462
"24989",92.19,0,4.69,0,0,0,3.12,72464
"24990",97.2,0.18,0,0,0,0,2.62,72466
"24991",69.12,26.73,0,4.15,0,0,0,72467
"24992",99.58,0,0,0,0,0,0.42,72469
"24993",96.67,0,0,0,0,0,3.33,72470
"24994",96.85,2.76,0,0,0,0,0.38,72471
"24995",89.54,6.49,0.22,0.07,0,2.44,1.23,72472
"24996",88.13,9.02,0.19,0,0,0.15,2.5,72473
"24997",98.54,1.12,0.03,0,0,0.03,0.29,72476
"24998",91.61,5.04,0,0,0,0,3.36,72478
"24999",96.09,0.22,1.57,0,0,0.34,1.79,72479
"25000",89.3,0,0,0,0,0,10.7,72482
"25001",93.43,3.57,0.47,0.27,0,0.91,1.35,72501
"25002",94.74,0.87,1.78,0,0,0.78,1.83,72512
"25003",94.16,0.83,0.52,4.34,0,0,0.14,72513
"25004",100,0,0,0,0,0,0,72515
"25005",99.02,0,0,0,0,0,0.98,72517
"25006",92.5,3.49,0.72,0.43,0,0.43,2.44,72519
"25007",100,0,0,0,0,0,0,72520
"25008",96.07,1.81,0.04,0.04,0,0.29,1.75,72521
"25009",100,0,0,0,0,0,0,72522
"25010",100,0,0,0,0,0,0,72523
"25011",100,0,0,0,0,0,0,72524
"25012",65.61,0,29.94,4.46,0,0,0,72526
"25013",100,0,0,0,0,0,0,72527
"25014",100,0,0,0,0,0,0,72528
"25015",96.27,0,0.11,3.45,0,0.18,0,72529
"25016",98.57,0,0,0,0,0,1.43,72530
"25017",98.15,0,0,0,0,0,1.85,72531
"25018",99.82,0.09,0,0,0,0,0.09,72532
"25019",99.25,0,0,0,0,0,0.75,72533
"25020",99.22,0,0,0,0,0,0.78,72534
"25021",94.62,0,0,0,0,0,5.38,72536
"25022",96.46,0,0,0,0,0,3.54,72537
"25023",100,0,0,0,0,0,0,72538
"25024",100,0,0,0,0,0,0,72539
"25025",100,0,0,0,0,0,0,72540
"25026",95.45,0.11,0.36,1.85,0,1.13,1.1,72542
"25027",97.29,1.16,0.45,0.23,0,0.14,0.72,72543
"25028",95.94,0,0,4.06,0,0,0,72544
"25029",93.09,0,0,0,0,0,6.91,72546
"25030",100,0,0,0,0,0,0,72550
"25031",100,0,0,0,0,0,0,72553
"25032",95.52,0.25,1.79,0,0.42,0,2.03,72554
"25033",100,0,0,0,0,0,0,72555
"25034",97.25,0.42,0.49,0,0,0.14,1.69,72556
"25035",97.12,0.15,0.22,0.95,0,0.23,1.34,72560
"25036",94.45,0,0,1.63,0,0,3.92,72561
"25037",95.25,1.2,0.46,0,0,0.31,2.78,72562
"25038",94.61,0.87,1.02,0,0,0,3.5,72564
"25039",97.2,0,0,0,0,0,2.8,72565
"25040",100,0,0,0,0,0,0,72566
"25041",96.74,0,0,0,0,0,3.26,72567
"25042",98.24,0,0,1.32,0,0,0.44,72568
"25043",100,0,0,0,0,0,0,72569
"25044",100,0,0,0,0,0,0,72571
"25045",100,0,0,0,0,0,0,72572
"25046",100,0,0,0,0,0,0,72573
"25047",97.97,0.39,0,0.07,0,0,1.57,72576
"25048",90.1,0,0,0.72,9.18,0,0,72577
"25049",100,0,0,0,0,0,0,72578
"25050",95.69,0,4.12,0,0,0,0.19,72579
"25051",100,0,0,0,0,0,0,72581
"25052",98.84,0,0,0,0,0,1.16,72583
"25053",100,0,0,0,0,0,0,72584
"25054",100,0,0,0,0,0,0,72585
"25055",100,0,0,0,0,0,0,72587
"25056",96.49,0.31,0.8,0.57,0,0.06,1.78,72601
"25057",95.34,0,0.78,2.11,0.28,0,1.5,72611
"25058",95.19,0.24,0.01,0,0,1.51,3.05,72616
"25059",100,0,0,0,0,0,0,72617
"25060",98.92,0,0,0.39,0,0,0.69,72619
"25061",89.94,0,2.14,0,0,0,7.92,72623
"25062",100,0,0,0,0,0,0,72624
"25063",98.23,0,0.99,0,0,0.28,0.5,72626
"25064",82.93,0,1.17,0,0,0,15.91,72628
"25065",88.14,0,8.72,0,0,0,3.15,72629
"25066",98.34,0,0,0,0,0,1.66,72630
"25067",94.66,0,3.71,0,0,1.26,0.37,72631
"25068",95.23,0.29,0.53,0.84,0,0.22,2.9,72632
"25069",95.56,0,1.74,0,0,1.85,0.85,72633
"25070",95.51,0,0.5,0.81,0,1.01,2.18,72634
"25071",99.26,0,0,0,0,0.23,0.51,72635
"25072",94.74,0,0,0,0,0,5.26,72636
"25073",83.64,0.13,0.5,1.16,0,11.67,2.89,72638
"25074",100,0,0,0,0,0,0,72639
"25075",100,0,0,0,0,0,0,72640
"25076",93.29,0.87,1.21,0.27,0,0,4.36,72641
"25077",99.56,0,0,0,0,0,0.44,72642
"25078",98.84,0.29,0.04,0.08,0,0,0.74,72644
"25079",93.89,0,1.06,0,0,0,5.05,72645
"25080",100,0,0,0,0,0,0,72648
"25081",94.66,0.71,0.09,0.99,0,0,3.55,72650
"25082",100,0,0,0,0,0,0,72651
"25083",96.32,0.39,0.67,0.72,0.03,0.8,1.07,72653
"25084",100,0,0,0,0,0,0,72655
"25085",97.56,2.26,0.19,0,0,0,0,72658
"25086",97.48,0.14,0,0,0,0,2.38,72660
"25087",82.74,0,0,0,0,0,17.26,72661
"25088",97.01,0,1.2,0.19,0,0.26,1.35,72662
"25089",100,0,0,0,0,0,0,72663
"25090",100,0,0,0,0,0,0,72666
"25091",100,0,0,0,0,0,0,72668
"25092",100,0,0,0,0,0,0,72669
"25093",100,0,0,0,0,0,0,72670
"25094",94.74,0,1.62,0,0,3.64,0,72672
"25095",95.24,0.08,3.84,0,0,0,0.84,72675
"25096",100,0,0,0,0,0,0,72677
"25097",100,0,0,0,0,0,0,72679
"25098",100,0,0,0,0,0,0,72680
"25099",100,0,0,0,0,0,0,72682
"25100",100,0,0,0,0,0,0,72683
"25101",99.36,0,0.07,0,0,0,0.57,72685
"25102",100,0,0,0,0,0,0,72686
"25103",96.59,0.54,0.66,0.46,0,0.08,1.68,72687
"25104",84.96,6.63,1.38,1.82,0.11,2.11,3,72701
"25105",83.59,4.92,1.17,4.01,0,4.35,1.96,72703
"25106",84.77,4.13,1.21,2.23,0,5.55,2.11,72704
"25107",84.11,2.24,1.04,7.48,0.19,2.85,2.1,72712
"25108",95.93,0,0.4,2.79,0,0,0.88,72714
"25109",96.3,0.93,1.03,0.29,0.09,0.39,0.97,72715
"25110",92.18,0,5.26,0,0,1.54,1.03,72717
"25111",97.97,0.48,0.87,0,0,0.39,0.29,72718
"25112",82.2,3.34,1.89,5.03,0.27,3.68,3.59,72719
"25113",100,0,0,0,0,0,0,72721
"25114",84.04,0.22,1.14,3.97,0,7.82,2.81,72722
"25115",91.08,0.12,0.58,0.9,0,4.32,3,72727
"25116",100,0,0,0,0,0,0,72729
"25117",93.38,0,1.47,1.41,0,1.01,2.72,72730
"25118",90.4,1.24,0.5,0,0.92,0.33,6.61,72732
"25119",86.29,0.08,4.45,6.83,0,0.52,1.83,72734
"25120",92.89,0.94,1.5,0.31,0,0.13,4.23,72736
"25121",92.78,0,0,4.02,0,0.65,2.55,72738
"25122",100,0,0,0,0,0,0,72739
"25123",94.07,0.27,0.71,0.58,0,1.67,2.71,72740
"25124",98.19,0,0,0,0,0,1.81,72742
"25125",88.29,1.18,2.78,1.33,0,1.71,4.72,72744
"25126",90.99,0.5,0.66,1.51,0,3.58,2.76,72745
"25127",50.83,0,0,49.17,0,0,0,72747
"25128",77.88,6.73,0,0,0,0,15.38,72749
"25129",97.59,0.72,0.37,0,0,0.59,0.74,72751
"25130",93.55,0,0,0,0,0,6.45,72752
"25131",92.69,0.19,1.77,3.19,0,0,2.16,72753
"25132",84.46,0.91,1.51,1.22,0,9.2,2.71,72756
"25133",87.01,1.12,0.87,3.27,0.09,6.05,1.59,72758
"25134",100,0,0,0,0,0,0,72760
"25135",83.04,1.68,3.86,2.02,0,2.03,7.38,72761
"25136",77.56,1.35,0.8,2.09,2.23,13.51,2.46,72762
"25137",60.8,2.61,0.74,1.8,7.53,24.41,2.11,72764
"25138",94.96,0.56,0,0.32,0,0.32,3.84,72768
"25139",57.93,0,0,28.8,0,4.8,8.46,72769
"25140",100,0,0,0,0,0,0,72773
"25141",90.37,3.91,0.93,0.09,1.45,1.17,2.08,72774
"25142",99.17,0,0.42,0,0,0,0.42,72776
"25143",84.69,6.87,0.91,0.96,0,2.27,4.31,72801
"25144",91.47,3.1,0.89,0.68,0,0.77,3.1,72802
"25145",98.77,0,0,0,0,0,1.23,72821
"25146",96.47,0.67,0.25,0,0,1.06,1.56,72823
"25147",79.31,0.88,0,3.25,0,14.36,2.2,72824
"25148",100,0,0,0,0,0,0,72826
"25149",100,0,0,0,0,0,0,72827
"25150",100,0,0,0,0,0,0,72828
"25151",91.7,3.09,0.22,0.84,0.32,1.96,1.87,72830
"25152",96.41,0,0.78,0,0,0,2.81,72832
"25153",55.78,2.56,1.79,1.63,0,37.84,0.4,72833
"25154",89.15,2.81,0,0.66,0,6.31,1.08,72834
"25155",100,0,0,0,0,0,0,72835
"25156",95.15,0.04,0.64,1.04,0,1.59,1.54,72837
"25157",100,0,0,0,0,0,0,72838
"25158",100,0,0,0,0,0,0,72839
"25159",90.45,0,0.34,3.2,0,1.26,4.75,72840
"25160",100,0,0,0,0,0,0,72841
"25161",94.73,0,0,4.47,0,0.8,0,72842
"25162",98.37,0,0,0.63,0,0.08,0.92,72843
"25163",99.41,0,0,0,0,0,0.59,72845
"25164",96.1,0,2.62,0,0,0,1.28,72846
"25165",98.36,0.04,0.63,0.11,0,0,0.86,72847
"25166",80.33,0,2.73,16.94,0,0,0,72851
"25167",100,0,0,0,0,0,0,72852
"25168",91.73,0,1.2,0.35,0,4.88,1.84,72853
"25169",92.8,0,0,0,0,0,7.2,72854
"25170",93.99,2.93,0.41,1.45,0,0.07,1.15,72855
"25171",93.94,0,1.7,0,0,0,4.36,72856
"25172",96.31,1.62,0,0,0,0.19,1.88,72857
"25173",94.42,0.15,0,0.85,0,2.31,2.28,72858
"25174",100,0,0,0,0,0,0,72860
"25175",96.5,0.07,1.72,1.58,0,0,0.13,72863
"25176",91.27,2.15,2.93,1.37,0,1.76,0.54,72865
"25177",80.28,7.4,1.02,3.05,0.2,1.59,6.45,72901
"25178",83.86,6.79,0.97,4.46,0,0.44,3.47,72903
"25179",67.89,12.32,0.63,9.01,0,3.07,7.09,72904
"25180",82.79,6.76,1.05,3.68,0.41,0.31,4.99,72908
"25181",84.7,1.21,0.49,8.5,0,0.08,5.03,72916
"25182",93.61,1.51,0.32,1.56,0,1.06,1.94,72921
"25183",78.32,3.02,1.86,6.66,0,6.6,3.54,72923
"25184",94.59,0,0.71,4.71,0,0,0,72926
"25185",95.6,1.83,0.23,1.41,0,0.01,0.91,72927
"25186",96.01,0,0.57,0,0,3.42,0,72928
"25187",91.04,0,0,3.64,0,0,5.32,72930
"25188",96.19,0,2.15,0,0,0,1.66,72932
"25189",95.14,1.01,0.94,0,0,1.21,1.69,72933
"25190",95.99,0,0.35,0,0,2.01,1.66,72934
"25191",97.17,0,0,0,0,0,2.83,72935
"25192",95.08,0.31,0.69,1.31,0.04,0,2.56,72936
"25193",92.54,0,5.26,0.97,0,0,1.23,72937
"25194",97.27,0,0.49,0,0,0.24,2,72938
"25195",93.36,0.51,0.82,0,0,0,5.3,72940
"25196",95.38,0.51,1.24,0.03,0,1.57,1.27,72941
"25197",89.07,0.77,2.79,2.35,0,0.24,4.78,72943
"25198",91.27,0,0,1.23,0.24,0,7.26,72944
"25199",92.22,0,0.6,0.3,0,0,6.89,72945
"25200",95.18,0,2.89,0,0,0,1.94,72946
"25201",95.84,0.26,1.01,0,0,0,2.89,72947
"25202",100,0,0,0,0,0,0,72948
"25203",94.93,1.41,0.84,0.5,0,0.3,2.02,72949
"25204",95.52,0,1.22,0,0,2.44,0.81,72950
"25205",84.63,1.67,11.64,0,0,0,2.05,72951
"25206",94.73,0,2.33,0,0,0,2.94,72952
"25207",100,0,0,0,0,0,0,72955
"25208",88.01,1.9,2.22,2.18,0,1.58,4.11,72956
"25209",88.29,0.21,1.99,4.58,0,2.54,2.39,72958
"25210",96.54,0,0.58,0,0,0.58,2.29,72959
"25211",93.81,0,2.87,0,0,0,3.33,73002
"25212",80.88,8.37,2.17,2.5,0.08,1.88,4.12,73003
"25213",88.18,0,5.32,0,0.65,1.43,4.42,73004
"25214",43.03,3.22,43.04,0.18,0,3.17,7.35,73005
"25215",67.12,0.78,23.27,0.08,0,1.33,7.44,73006
"25216",82.96,6.54,7.81,0,0,0,2.69,73007
"25217",79.42,6.52,3.15,1.22,0,2.91,6.78,73008
"25218",80.77,0.4,13.03,0.16,0,0.56,5.07,73009
"25219",87.65,0.43,5.21,0.28,0.74,1.7,3.99,73010
"25220",87.21,0,7.89,0,0,1.07,3.84,73011
"25221",82.78,9.66,3.07,1.64,0,0.45,2.4,73012
"25222",79.02,8.94,1.86,5.35,0.05,0.64,4.14,73013
"25223",89.04,1.89,5.79,0,0,1.64,1.64,73014
"25224",64.97,0.72,18.83,0,0,8.44,7.03,73015
"25225",94.41,0,1.13,0,0,0.5,3.96,73016
"25226",85.1,0.82,7.78,0.15,0,1.24,4.9,73017
"25227",82.35,4.65,4.01,0.59,0,1.61,6.79,73018
"25228",77.92,0,0,11.69,0,0,10.39,73019
"25229",86.23,3.21,3.76,1.24,0,1.06,4.51,73020
"25230",90.41,2.21,4.43,0,0,0,2.95,73021
"25231",92.5,0,0.5,0,0,2.83,4.17,73024
"25232",90.91,1.32,2.14,1.09,0.73,0.27,3.54,73025
"25233",82.72,0.53,5.58,0.79,0.19,2.49,7.7,73026
"25234",55.55,35.92,2.63,0.36,0,0,5.55,73027
"25235",81.35,1.78,11.07,0.15,0,0.44,5.22,73028
"25236",81.95,0.75,9.05,0,0,1.97,6.27,73029
"25237",76.47,1.81,5.72,1.16,0,0.28,14.57,73030
"25238",79.42,2.57,6.11,0,0,0,11.9,73032
"25239",69.3,0.68,2.26,0,0,20.32,7.45,73033
"25240",85.04,4.61,1.59,4.34,0,1.25,3.17,73034
"25241",71.97,5.39,9.9,0.73,0.06,6.9,5.05,73036
"25242",71.07,1.61,14.83,3.49,0,0.96,8.03,73038
"25243",72.07,4.36,19.15,0.23,0,0.57,3.63,73040
"25244",90.96,0,2.11,0,0,0,6.93,73041
"25245",68.46,0,24.25,0,0,4.79,2.5,73042
"25246",98.09,0,1.27,0,0,0,0.64,73043
"25247",80.89,10.61,3.47,0.36,0.01,0.48,4.18,73044
"25248",88.5,1.04,5.16,0.44,0,0.18,4.68,73045
"25249",69.45,7.42,9.97,0.32,0,7.46,5.37,73047
"25250",93.3,0.47,1.87,0,0,2.39,1.98,73048
"25251",85.18,4.65,3.32,0.69,0,0.8,5.35,73049
"25252",2.79,86.41,0,0,0,0,10.8,73050
"25253",80.9,3.78,5.4,0.13,0,0.38,9.41,73051
"25254",86.58,0,5.69,0.41,0,0.79,6.54,73052
"25255",84.56,2.92,6.26,0.83,0,2.23,3.2,73053
"25256",86.59,4.81,3.89,0.66,0,0.58,3.47,73054
