"","WhiteAlone","BlackOrAfricanAmericanAlone","AmericanIndianAndAlaskaNativeAlone","AsianAlone","NativeHawaiianAndOtherPacificIslanderAlone","SomeOtherRaceAlone","TwoOrMoreRaces","Id2"
"25257",86.26,0.58,8.79,0.17,0,0.34,3.85,73055
"25258",91.44,2.14,0.31,0,0,0,6.12,73056
"25259",75.9,0,12.36,0.54,0,4.22,6.97,73057
"25260",79.04,13.13,5.3,0,0,1.77,0.76,73058
"25261",88.37,0,2.13,0.56,0,2.57,6.38,73059
"25262",86.32,1.28,4.75,0,0,0,7.65,73061
"25263",84.28,0.52,9.23,0,0,2.82,3.14,73062
"25264",99.1,0,0.3,0,0,0,0.6,73063
"25265",88.86,0.18,3.25,0.52,0,1.74,5.46,73064
"25266",83.41,1.08,5.1,0,0,3.13,7.28,73065
"25267",89.46,0.9,6.28,0,0,3.36,0,73066
"25268",88.29,0,7.02,0.25,0,0.79,3.66,73067
"25269",87.15,0.21,6.79,1.06,0,0.09,4.7,73068
"25270",83.94,3,3.42,2.04,0.15,1.45,6,73069
"25271",79.16,7.47,3.14,3.95,0,0.72,5.58,73071
"25272",79.38,3.88,4.21,5.71,0.29,0.84,5.69,73072
"25273",87.13,0,6.78,0,0,0,6.09,73073
"25274",84.08,0,9.66,0,0,1.01,5.24,73074
"25275",79.58,3.58,6.52,0.2,0,3.81,6.32,73075
"25276",89.23,2.21,3.51,0,0,1.07,3.97,73077
"25277",87.72,2.14,5.52,0.17,0,1.67,2.77,73078
"25278",91.35,0,3.85,0.48,0,0,4.33,73079
"25279",82.64,1.85,4.35,0.46,0,3.85,6.85,73080
"25280",90.29,0,3.03,0,1.56,0,5.12,73082
"25281",24.57,66.38,1.13,0.59,0,0,7.32,73084
"25282",76.48,1.1,9.05,0.45,0,4.17,8.74,73086
"25283",85.58,0.22,8.3,0.09,0,1.5,4.32,73089
"25284",87.51,5.42,2.95,0.29,0,3.06,0.77,73090
"25285",72.96,6.39,12.68,0,0,1.78,6.18,73092
"25286",89.29,0,3.3,0.29,0.76,0.54,5.81,73093
"25287",84.13,0.3,4.62,0.6,0.35,0.3,9.69,73095
"25288",87.71,2.97,2.37,1.53,0.04,0.23,5.15,73096
"25289",92.44,0,7.56,0,0,0,0,73097
"25290",78.68,5.96,9.31,0.11,0,0.47,5.47,73098
"25291",85.21,1.9,2.57,3.41,0,1.49,5.42,73099
"25292",56.7,17.99,6.41,2.98,0,1.11,14.8,73102
"25293",74.99,7.48,2.47,5.56,0.08,1.61,7.82,73103
"25294",48.3,33.42,2.92,7.73,0,0,7.62,73104
"25295",27.29,67.19,0.32,2.16,0,0,3.05,73105
"25296",62.78,9.21,5.4,6.89,0.03,6.64,9.04,73106
"25297",71.3,7.58,3.36,2.7,0,3.7,11.35,73107
"25298",69.66,5.3,3.26,0.1,0,10.4,11.28,73108
"25299",59.19,5.39,5.01,1.45,0,21.37,7.59,73109
"25300",63.97,20.42,3.8,1.85,0.07,0.68,9.21,73110
"25301",12.74,78.78,1.39,0,0,0.44,6.65,73111
"25302",73.37,10,3.78,4.67,0.04,1.89,6.25,73112
"25303",34.69,52.88,1.61,0.98,0.4,1.8,7.66,73114
"25304",67.18,17.36,3.99,1.48,0.05,1.96,7.98,73115
"25305",84.64,2.59,3.73,4.37,0.14,1.33,3.18,73116
"25306",16.63,73.17,0.82,0.89,0,0.25,8.24,73117
"25307",74.13,9.78,3.1,7.16,0.21,1.03,4.59,73118
"25308",62.08,4.85,3.98,1,0,20.43,7.66,73119
"25309",65.45,22.25,2.03,2.15,0.06,1.92,6.14,73120
"25310",20.97,68.69,1.29,1.35,0,2.88,4.81,73121
"25311",73.69,12.62,2.91,2.24,0,2.29,6.25,73122
"25312",63.8,17.16,3.17,3.18,0.05,1.9,10.76,73127
"25313",73.21,2.23,2.09,17.58,0,1.97,2.93,73128
"25314",58.73,11.45,5.26,0.39,0.07,15.79,8.32,73129
"25315",74.18,16.04,2.67,1.65,0,0.97,4.5,73130
"25316",84.66,5.1,0.99,3.56,0,2.67,3.03,73131
"25317",61.52,19.58,2.05,5.95,0.23,3.11,7.56,73132
"25318",72.41,9.38,0.25,10.68,0,5.98,1.3,73134
"25319",52.05,28.06,4.99,7.95,0.05,1.43,5.48,73135
"25320",63.92,9.48,4.2,3.51,0,9.47,9.42,73139
"25321",51.88,41.14,2.6,0.33,0,0.25,3.8,73141
"25322",73.09,10.97,2.86,5.04,0,0.17,7.86,73142
"25323",79.82,11.56,1.47,0.68,0.72,0.79,4.97,73145
"25324",75.1,4.62,4.5,1.65,0,3.88,10.25,73149
"25325",82.83,4.85,3.47,1.06,0,0.18,7.6,73150
"25326",86.83,6.29,0.66,0.86,0,2.18,3.18,73151
"25327",70.07,7.04,3.88,5.41,0.02,5.51,8.08,73159
"25328",78.28,3.71,4.45,2.25,0,2.06,9.24,73160
"25329",74.65,11.55,2.03,5.65,0.21,0.97,4.94,73162
"25330",85.73,1.46,3.4,2.03,0,1.39,5.99,73165
"25331",90.17,1.9,4.07,0.79,0,0.32,2.75,73169
"25332",78.47,3.1,3.09,7.82,0.07,1.85,5.59,73170
"25333",88.26,8.44,2.4,0,0,0,0.89,73173
"25334",58.97,9.71,2.93,24.66,0,0.65,3.08,73179
"25335",72.44,8.53,8.53,1.35,0.21,2.01,6.94,73401
"25336",100,0,0,0,0,0,0,73425
"25337",89.52,0,5.94,0.39,0,0,4.14,73430
"25338",66.84,0,15.1,0,0,0.63,17.42,73432
"25339",89.19,0.61,4.6,0.46,0.04,0.42,4.68,73433
"25340",81.3,0,10.88,0,0,0,7.82,73434
"25341",77.01,0,22.99,0,0,0,0,73437
"25342",88,0.55,8.6,0,0,0.28,2.57,73438
"25343",79.77,0.01,4.28,0.25,0,1.16,14.53,73439
"25344",70.04,0,5.06,0,0,0,24.89,73440
"25345",79.33,0,18.27,0,0,2.4,0,73441
"25346",86.94,0,13.06,0,0,0,0,73442
"25347",82.06,4.93,11.11,0,0,0,1.89,73443
"25348",83.49,16.51,0,0,0,0,0,73444
"25349",68.11,2.91,4.34,0,0,11.76,12.88,73446
"25350",74.32,0,1.88,0.85,0,2.13,20.82,73447
"25351",82.05,3.06,7.48,0.28,0,2.02,5.1,73448
"25352",77.85,0,10.84,0,0,1.18,10.12,73449
"25353",76.01,3.01,2.57,0,0,0.37,18.05,73450
"25354",96.23,0,1.89,0,0,0,1.89,73453
"25355",79.87,0,0.83,0,0,1,18.3,73455
"25356",79.05,0.05,12.7,0,0,3.56,4.64,73456
"25357",79.32,2.09,11.53,0,0,0,7.06,73458
"25358",91.12,0.71,6.84,0,0,0,1.33,73459
"25359",72.92,2.55,7.24,0.91,0,0.91,15.49,73460
"25360",65,1.43,4.64,0,0,4.4,24.52,73461
"25361",88.88,0.08,8.94,0,0,0.43,1.67,73463
"25362",81.79,3.64,5.63,0,0,0,8.94,73481
"25363",4.05,95.95,0,0,0,0,0,73487
"25364",91.65,0,5.1,0,0,0.93,2.32,73491
"25365",57.82,22.58,5.89,1.67,1.41,2.72,7.9,73501
"25366",69.91,15.85,0.88,2.81,1.34,3.26,5.95,73503
"25367",60.13,21.84,4.47,3.1,0.31,2.25,7.91,73505
"25368",68.01,14.27,5.55,1.51,0.36,2.03,8.27,73507
"25369",91.82,0.91,7.27,0,0,0,0,73520
"25370",74.35,8.38,1.17,1.52,0.29,6.8,7.49,73521
"25371",89.74,0,1.05,0.72,0,2.24,6.25,73526
"25372",72.09,2.92,15.23,0,0,1.92,7.84,73527
"25373",91.74,0.9,0.54,0,0,0,6.82,73528
"25374",89.39,0.7,6.24,0.5,0,0.38,2.78,73529
"25375",87.62,0.95,1.14,0,0,4.95,5.33,73530
"25376",77.81,0,7.4,0,0,3.32,11.48,73531
"25377",77.97,0,6.24,0,0,4.09,11.7,73532
"25378",83.89,3.33,4.55,0.91,0.05,3.18,4.09,73533
"25379",84.17,3.13,0.63,0,0,4.39,7.68,73537
"25380",79.22,4.29,7.11,0.44,0.37,0.15,8.43,73538
"25381",94.92,2.26,0,0,0,0.56,2.26,73539
"25382",90.83,0.45,3.8,0,0,0,4.92,73540
"25383",91.07,1.49,4.1,0.31,0,0.1,2.92,73541
"25384",79.05,7.7,2.79,0.23,0.09,5.4,4.75,73542
"25385",72.46,0.99,14,2.28,0,0.52,9.75,73543
"25386",76.03,0,0,0,0,23.97,0,73544
"25387",64.33,16.87,2.66,0,0,4.36,11.78,73546
"25388",73.29,14.9,5.6,0.09,0,2.86,3.26,73547
"25389",99.22,0,0.78,0,0,0,0,73548
"25390",95.07,0,0.49,0,0,0.74,3.69,73549
"25391",67.65,8.31,2.44,1.4,0,16.17,4.03,73550
"25392",98.53,0,0,1.47,0,0,0,73551
"25393",66.58,4.97,14.99,0.19,0.26,0.89,12.12,73552
"25394",100,0,0,0,0,0,0,73553
"25395",84.07,2.91,2.54,0,0,6.92,3.55,73554
"25396",86.69,0,0,6.12,0,0,7.19,73555
"25397",63.01,0,0,0,0,10.98,26.01,73556
"25398",94.37,1.32,2.32,0,0,0.33,1.66,73557
"25399",90.4,0.5,0.33,0,0,5.79,2.98,73559
"25400",87.85,0,4.11,0,0,1.64,6.4,73560
"25401",91.18,0,2.05,0,0,2.17,4.6,73562
"25402",92.55,0,0.41,0.83,0,0.83,5.38,73564
"25403",80.16,0.39,2.46,0,0,6.39,10.61,73565
"25404",75.03,4.27,2.11,0,0,11.31,7.28,73566
"25405",82.74,0.45,8.18,0.3,0,1.19,7.14,73567
"25406",80.61,4.42,3.2,1.65,0,6.41,3.72,73568
"25407",85.95,0.46,3.51,0,0,4.89,5.19,73569
"25408",73.47,8.9,2.52,0.27,0,4.14,10.7,73570
"25409",100,0,0,0,0,0,0,73571
"25410",78.01,1.01,11.14,1.47,0,0.43,7.94,73572
"25411",89.64,0.93,3.84,0.16,0,2.27,3.16,73573
"25412",78.27,4.1,5.24,1.52,0.29,5.03,5.54,73601
"25413",83.6,2.72,8.6,0,0,1.23,3.86,73620
"25414",97,0,0,0,0,0,3,73622
"25415",79.11,4.15,2.57,0.04,0,6.02,8.1,73624
"25416",90.31,0,0.32,0,0,0.16,9.21,73625
"25417",94.98,0.13,0.51,0,0,2.06,2.32,73626
"25418",93.06,0,0,0,0,0,6.94,73627
"25419",91.4,0.05,1.73,0,0,0.11,6.71,73628
"25420",94.55,0.12,1.6,0,0,0.15,3.58,73632
"25421",94.83,0,0.86,0,0,0,4.31,73638
"25422",88.81,0,1.87,0,0,0.19,9.14,73639
"25423",93.88,0,1.53,0,0,3.65,0.94,73641
"25424",92.14,0,0,0,0,0,7.86,73642
"25425",90.21,1.41,1.81,0.2,0.06,0.67,5.64,73644
"25426",93.03,0,0.08,0.15,0,0.23,6.52,73645
"25427",83.79,0,0,0,0,0,16.21,73646
"25428",91.32,0,2.05,0,0,4.26,2.37,73647
"25429",71.82,0.2,10.05,0.1,0,0,17.83,73650
"25430",76.06,6.28,8.06,0.23,0,5.29,4.07,73651
"25431",83.41,0.82,0.93,0.12,0,0.12,14.6,73654
"25432",88.3,2.18,6.53,0.27,0,1.09,1.63,73655
"25433",93.79,0,0,0,0,0,6.21,73658
"25434",100,0,0,0,0,0,0,73659
"25435",94.34,0,0,0,1.8,0,3.86,73660
"25436",93.65,0,0.68,0.23,0,0,5.44,73661
"25437",75.46,9.02,1.69,0.66,0.22,4.47,8.49,73662
"25438",83.94,0,7.31,0,0,0.42,8.33,73663
"25439",93.23,0,1.11,0,0,2.83,2.83,73664
"25440",95.24,0,1.06,0,0,0,3.7,73666
"25441",94.79,0.87,0.52,1.39,0,0,2.43,73667
"25442",87.39,0,3.96,0.23,0,0.11,8.31,73669
"25443",81.82,0,0,0,0,17.61,0.57,73673
"25444",73.85,5.02,2.02,1.27,3.88,9.47,4.5,73701
"25445",89.65,1.54,1.58,0.86,0.31,1.93,4.13,73703
"25446",83.7,8.7,0,0,3.99,0,3.62,73705
"25447",94.43,0,0,0,0,0,5.57,73716
"25448",87.24,4.81,1.15,0.49,0,2.03,4.27,73717
"25449",92.21,0,1.48,0,0,6.31,0,73718
"25450",88.89,0,0,0,0,0,11.11,73719
"25451",90.04,0,1.53,0,0,8.43,0,73720
"25452",94.32,0,0.78,0,0,0,4.89,73722
"25453",87.29,0,1.77,0.34,0,0,10.61,73724
"25454",92.99,1.17,0.5,0,0,0,5.34,73726
"25455",98.98,0,1.02,0,0,0,0,73727
"25456",89.74,0,0.05,0,0,1.36,8.85,73728
"25457",91.36,0,3,0,0,0,5.64,73729
"25458",93.46,0,2.78,0,0,1.09,2.66,73730
"25459",98.37,0,1.63,0,0,0,0,73731
"25460",93.45,0,0,0,0,4.37,2.18,73733
"25461",84.79,2.92,0.2,0,0.6,8.66,2.82,73734
"25462",75.82,0,8.74,0,0.31,13.57,1.56,73735
"25463",94.75,0.25,4.25,0,0,0,0.75,73736
"25464",92.23,0.45,3.93,0,0,0.88,2.51,73737
"25465",91.95,0,3.12,0,2.46,0,2.46,73738
"25466",92.47,0.34,0,0,0,0,7.19,73739
"25467",65.16,6.12,4.79,0.06,0,6.18,17.68,73741
"25468",83.06,0,2.74,0,0,13.68,0.53,73742
"25469",93.18,0,6.82,0,0,0,0,73743
"25470",81.86,0,7.08,0,0,4.87,6.19,73744
"25471",100,0,0,0,0,0,0,73746
"25472",86.73,0,0,0,0,10.54,2.72,73747
"25473",96.61,0,0.23,0,0,0,3.16,73749
"25474",86.6,0.73,5.93,0,0.08,4.02,2.63,73750
"25475",98.28,0,0,0,0,0,1.72,73753
"25476",81.97,0.27,16.59,0,0,0,1.17,73754
"25477",93.6,0,4.03,0,0,0,2.36,73755
"25478",92.44,0,7.56,0,0,0,0,73756
"25479",100,0,0,0,0,0,0,73757
"25480",89.74,0,0,0,0,1.92,8.33,73758
"25481",93.93,0.25,1.69,0.5,0,2.25,1.38,73759
"25482",86.03,0,5.39,0,0,5.99,2.59,73760
"25483",89.42,0,0,0,0,0,10.58,73761
"25484",92.15,1.95,2.9,0,0,0.67,2.33,73762
"25485",94.65,0.35,2.54,0,0,1.41,1.06,73763
"25486",100,0,0,0,0,0,0,73764
"25487",89.99,0,0.63,0.9,0,1.89,6.58,73766
"25488",86.69,0,5.67,0,0,5.97,1.67,73768
"25489",88,4.67,0.67,0,0,0,6.67,73771
"25490",66.84,10.98,4.75,0.31,0,10.79,6.32,73772
"25491",95.13,2.32,1.16,0,0,0.23,1.16,73773
"25492",91.18,0.56,2.31,0.63,0,2.27,3.06,73801
"25493",90.68,0.99,2.96,0.77,0,0,4.61,73832
"25494",96.7,0.05,0.05,0.16,0,1.54,1.48,73834
"25495",96.82,1.16,0,0.58,0,0,1.45,73835
"25496",83.4,0,6.15,0,0,3.69,6.76,73838
"25497",98.42,0,0,0,0,0,1.58,73840
"25498",74.53,10.53,1.57,0,0,0.31,13.05,73841
"25499",93.49,0,0.2,0.39,0,4.73,1.18,73842
"25500",92.96,0,0.77,0.22,0,0.55,5.5,73843
"25501",83.6,7.2,3.2,0,0,0,6,73844
"25502",94.24,0,0,0.1,0,1.9,3.75,73848
"25503",100,0,0,0,0,0,0,73851
"25504",97.8,0.31,1.45,0,0,0.18,0.26,73852
"25505",100,0,0,0,0,0,0,73853
"25506",97.3,0,0,0,0,0,2.7,73855
"25507",92.93,0,0,0,0.43,0,6.64,73857
"25508",96.62,0,0,0,0,1.11,2.28,73858
"25509",91.55,0,2.65,0,0.12,0.8,4.87,73859
"25510",93.29,0.33,3.23,0.99,0.26,1.32,0.59,73860
"25511",10.64,22.34,0,0,0,67.02,0,73901
"25512",99.71,0,0,0,0,0.29,0,73931
"25513",84.29,1.23,0.25,0.2,0,11.72,2.32,73932
"25514",78.47,0.62,0.56,0.37,0,18.61,1.37,73933
"25515",82.82,0,0,0,0,14.11,3.07,73937
"25516",89.19,0,0.75,1.61,0,1.49,6.96,73938
"25517",83.66,5.94,0.73,0.06,0,4.16,5.45,73939
"25518",62.06,1.17,0.19,5.31,0,28.01,3.25,73942
"25519",74.01,0,3.18,0,0,22.02,0.8,73944
"25520",71.31,0.26,0.6,0.52,0,25.19,2.12,73945
"25521",100,0,0,0,0,0,0,73946
"25522",91.95,0,1.72,0,0,5.17,1.15,73947
"25523",75.68,0,0,0.13,0,24.06,0.13,73949
"25524",83.15,0.52,0.23,0,0,15.01,1.09,73950
"25525",73.09,1.47,3.13,0,0,17.6,4.7,73951
"25526",80,0,9.3,2.09,0,0,8.6,74001
"25527",67.1,1.99,22.14,0,0,0.93,7.83,74002
"25528",75.47,5.32,9.88,0.21,0.08,1.42,7.63,74003
"25529",81.63,2.07,5.66,2.63,0,0.97,7.05,74006
"25530",86.11,1.41,4.34,1.59,0.04,0.37,6.14,74008
"25531",77.22,5.12,9.54,0,0,0.2,7.92,74010
"25532",83.21,1.99,3.71,1.72,0.1,1.06,8.21,74011
"25533",77.02,6.22,3.28,4.24,0.04,1.73,7.47,74012
"25534",80.72,2.68,5.34,2.56,0,1.39,7.31,74014
"25535",75.51,0.94,9.85,0.22,0,3.27,10.21,74015
"25536",68.36,0.19,20.29,0,0.09,0.19,10.88,74016
"25537",71.08,1.53,16.57,0.26,0.01,1.79,8.77,74017
"25538",79.18,0.28,11,0.69,0,0.57,8.28,74019
"25539",81.49,1.14,8.19,0.54,0,0.25,8.39,74020
"25540",79.06,1.34,8.83,1.43,0,0.63,8.71,74021
"25541",73.29,0,18.87,0,0,0.37,7.48,74022
"25542",82.66,3.23,5.29,0.08,0,1.22,7.52,74023
"25543",89.94,0.95,3.89,0,0,0,5.22,74026
"25544",62.28,0,28.01,0,0,0,9.72,74027
"25545",83.73,2.06,8.17,0,0,0,6.05,74028
"25546",78.31,0.1,12.09,1.95,0,0.19,7.36,74029
"25547",81.61,0.82,4.01,0,0,0,13.56,74030
"25548",84.29,0,5.42,0,0,1.29,9.01,74032
"25549",75.83,0.9,10.59,0.62,0,0.71,11.34,74033
"25550",95.74,0,0,0,0,0.53,3.72,74034
"25551",57.31,14.63,17.27,0.21,0,1.64,8.94,74035
"25552",73.68,0.23,8.72,0.28,0,1.82,15.27,74036
"25553",83.4,3.9,3.31,3.44,0,0.29,5.66,74037
"25554",82.3,0,5.47,0.22,0.57,0.22,11.21,74038
"25555",74.87,1.43,13,0.08,0,1.02,9.61,74039
"25556",75.8,1.61,10.72,0,0.05,2.81,9.02,74041
"25557",60.85,0.43,32.62,0,0,0,6.1,74042
"25558",85.26,0.03,6.42,0,0,0.61,7.68,74044
"25559",87.84,0,4.28,0.68,0,0,7.21,74045
"25560",82.5,0,1.67,0,0,0,15.83,74046
"25561",80.94,1.27,10.22,0.26,0,0.38,6.92,74047
"25562",68.92,2.74,18.19,0.13,1.15,0.28,8.58,74048
"25563",71.8,5.64,3.38,0,0,0,19.17,74050
"25564",79.99,0,15.92,0.31,0,0,3.79,74051
"25565",83.53,0.22,2.54,0,0,0.22,13.5,74052
"25566",81.42,0.11,9.25,4.46,0.07,0,4.68,74053
"25567",88.27,0,8.4,0,0,0,3.33,74054
"25568",79.88,2.18,6.61,2.34,0,1.76,7.23,74055
"25569",55.21,1.93,28.88,0,0.59,1.01,12.38,74056
"25570",74.35,1.84,17.4,0.07,0,0.27,6.06,74058
"25571",80.03,3.98,6.6,0,0,0.76,8.63,74059
"25572",95.49,0,2.96,0,0,0,1.55,74060
"25573",81.31,0,11.91,0.9,0,0,5.88,74061
"25574",86.18,0.22,8.54,0,0,0,5.06,74062
"25575",81.15,1.28,7.54,0.27,0,0.8,8.96,74063
"25576",79.94,2.58,7.97,1.03,0,1.45,7.03,74066
"25577",75.44,0,1.75,0,0,0,22.81,74068
"25578",80.85,0.01,13.67,0.02,0,0.42,5.03,74070
"25579",55.74,20.49,6.56,0,0,0,17.21,74071
"25580",76,1.47,10.15,0,0.25,0,12.13,74072
"25581",76.19,0.48,17.24,0.68,0.34,1.38,3.68,74073
"25582",86.26,2.08,3.07,3.04,0.04,0.51,5,74074
"25583",75.34,5.89,3.98,7.42,0.06,0.54,6.77,74075
"25584",71.8,5.96,4.01,7.49,0,0.67,10.07,74078
"25585",80.42,1.48,14.46,0,0,0.02,3.62,74079
"25586",72.76,0,12.21,1.27,0,0,13.76,74080
"25587",83.6,0,7.47,0.54,0,1.24,7.14,74081
"25588",66.3,0,13.04,0,0,0,20.65,74082
"25589",74.67,0,19.07,0,0,1.04,5.22,74083
"25590",71.17,0,20.8,0,1.09,0.18,6.75,74084
"25591",88.18,0,1.86,0,0,0,9.97,74085
"25592",50.6,33.12,6.38,0.58,0,2.41,6.91,74103
"25593",74.37,6.42,4.25,2.88,0,4.06,8.03,74104
"25594",80.97,6.01,4.33,0.57,0.08,1.28,6.75,74105
"25595",15.95,69.56,2.13,0.05,0.2,1.99,10.13,74106
"25596",66.87,9.62,7.88,0.21,0,3.22,12.2,74107
"25597",70.77,4.81,7.56,2.51,0,4.54,9.81,74108
"25598",46.48,25.85,4.41,0.42,0.99,11.7,10.15,74110
"25599",71.43,7.87,6.55,0.98,0.07,4.09,9.02,74112
"25600",87.6,3.2,2.27,0.05,0.02,0.25,6.61,74114
"25601",56.93,13.82,5.99,0.1,0.22,13.44,9.49,74115
"25602",62.9,12.5,6.56,3.03,0,8.53,6.47,74116
"25603",74,12.67,0,0,0,0,13.33,74117
"25604",82.34,8.59,5.22,1.33,0,0.24,2.28,74119
"25605",75.59,5.35,5.55,1.67,0,5.12,6.72,74120
"25606",25.36,62.48,3.44,0.09,0,1.99,6.64,74126
"25607",56.37,29.09,5.18,0.26,0.24,1.05,7.8,74127
"25608",62.99,11.3,4.16,0.7,0,11.71,9.14,74128
"25609",63.26,12.66,5.88,4.12,0,7.9,6.18,74129
"25610",43.57,40.31,6.67,0,0,4.05,5.4,74130
"25611",79.51,0,8.49,0.34,0,0.37,11.3,74131
"25612",81.82,5.5,4.97,0.52,0,0.94,6.26,74132
"25613",78.29,6.73,3.71,4.56,0,1.05,5.65,74133
"25614",61.6,14.67,3.03,8.17,0,6.58,5.95,74134
"25615",81.38,7.17,4.47,1.53,0,0.92,4.54,74135
"25616",66.63,15.61,3.54,5.83,0.03,1.57,6.79,74136
"25617",84.89,3.84,1.86,4.5,0.04,0.64,4.23,74137
"25618",71.45,11.66,3.84,3.23,0,3.18,6.64,74145
"25619",57.32,16.58,4.6,1.41,0.38,13.02,6.69,74146
"25620",67.36,3.67,12.93,0.82,0.55,0.67,14,74301
"25621",70.9,0,9.92,0,0,0,19.18,74330
"25622",78.29,0.09,14.01,0.45,0,0.56,6.6,74331
"25623",71.12,0,9.63,3.47,0,0,15.79,74332
"25624",68.89,1.28,13.85,0,0,1.62,14.36,74333
"25625",72.63,0.42,3.57,0.13,0.15,0,23.09,74337
"25626",66.06,0.72,20.36,1.32,0,1.11,10.43,74338
"25627",65.54,0.38,9.51,0.15,1.23,11.35,11.84,74339
"25628",70.88,0,1.65,0,0,0,27.47,74340
"25629",56.66,1.05,24.48,0,0,0.32,17.48,74342
"25630",73.66,0.42,19.69,1.12,0,0.03,5.07,74343
"25631",83.04,0.01,10.06,1.01,0.05,0.6,5.24,74344
"25632",50.78,0.25,35.27,1.35,0.13,1.79,10.43,74346
"25633",59.69,0.07,31.22,0.14,0,0.24,8.64,74347
"25634",67.71,0,8.29,0,1.14,0,22.86,74349
"25635",65.45,1.51,4.92,0,0,0.25,27.87,74350
"25636",69.17,0,10.59,0.2,0,0,20.04,74352
"25637",69.19,1.07,14.91,0.54,1.25,0.75,12.29,74354
"25638",58.68,0,17.36,1.65,2.48,4.13,15.7,74358
"25639",29.22,1.66,59.64,0,0,0,9.49,74359
"25640",74.67,0,12,0,0,0,13.33,74360
"25641",70.42,0.58,7.79,0.14,0.07,0.08,20.91,74361
"25642",68.02,0.24,20.97,0.44,0.07,1.25,9.02,74363
"25643",38.34,0,33.99,12.7,0,0.3,14.67,74364
"25644",52.73,0,18.8,0.16,0,0,28.31,74365
"25645",58.18,0.42,11.82,0.14,0.49,0,28.95,74366
"25646",69.26,0,7.21,0,0,0,23.53,74367
"25647",72.5,0,10,0,0,0,17.5,74368
"25648",65.24,0,14.26,0,0.41,1.34,18.75,74369
"25649",72.78,0.41,19.16,0.65,0.08,0.47,6.46,74370
"25650",47.5,28.97,12.91,1.24,0.03,0.59,8.77,74401
"25651",69.01,4.25,13.94,0.61,0.02,2.04,10.14,74403
"25652",70.12,9.31,9.38,0.36,0,0,10.84,74421
"25653",57.41,23.62,7.93,0,0,0,11.03,74422
"25654",68.56,0,19.85,0,0,0,11.6,74423
"25655",85.2,0,4.87,0,0,0,9.93,74425
"25656",72.52,4.19,14.21,0.09,0,0.08,8.91,74426
"25657",54.02,0,20.62,0,0,3.42,21.94,74427
"25658",85.05,0.49,12.82,0,0,0,1.64,74428
"25659",76.69,2.61,8.38,0.78,0,0.94,10.61,74429
"25660",77.31,0,7.08,0,0,0.91,14.7,74430
"25661",62.58,2.68,9.9,0,0,0.21,24.64,74431
"25662",71.44,2.25,12.27,0.67,0,0.13,13.23,74432
"25663",68.59,1.66,14.67,0.27,0.29,0.84,13.67,74434
"25664",74.97,1.5,7.98,0,0,0.89,14.67,74435
"25665",69.86,8.99,11.35,0,0,0,9.8,74436
"25666",71.36,2.91,10.67,0.44,0.27,0.47,13.89,74437
"25667",79.62,2.26,5.66,0,0,0,12.45,74438
"25668",47.92,0.6,36.89,0.28,0.41,0.68,13.22,74441
"25669",77.31,1.35,7.25,0.83,1.04,0,12.23,74442
"25670",70.07,1.82,15.97,0.4,0,0.73,11.01,74445
"25671",54.36,8.89,20.85,0,0,0,15.9,74446
"25672",56.39,15.6,16.77,0.15,0,0.45,10.65,74447
"25673",66.28,0.72,15.64,0,0,2.33,15.03,74450
"25674",65.9,1.13,21.06,0.26,0,0.33,11.32,74451
"25675",64.11,1.31,28.23,0,0,0,6.35,74452
"25676",65.19,14.51,8.35,0.06,0,0.45,11.43,74454
"25677",68.91,0.12,21.68,0,0,0,9.29,74455
"25678",60.61,6.93,24.24,0,0,0,8.23,74456
"25679",22.53,0,33.26,0,0,2.15,42.06,74457
"25680",15.15,65.66,1.01,0,0,0,18.18,74458
"25681",29.33,56,0,0,0,0,14.67,74459
"25682",74.36,0,7.69,0,0,0.64,17.31,74460
"25683",74.15,1.01,14.7,0.49,0,1.86,7.79,74462
"25684",38.87,21.28,5.88,0,0,1.12,32.85,74463
"25685",49.16,1.43,30.16,0.92,0.03,2.56,15.74,74464
"25686",68.89,3.8,12.87,0.66,0,1.88,11.91,74467
"25687",69.77,0,17.44,0,0,0,12.79,74468
"25688",66.22,1.46,14.47,0,0,0.89,16.95,74469
"25689",60.77,3.44,15.24,0,0,0,20.56,74470
"25690",49.76,0,34.18,0,0,2.17,13.89,74471
"25691",62.69,2.25,18.13,0,0,5.7,11.23,74472
"25692",NA,NA,NA,NA,NA,NA,NA,74477
"25693",70.87,4.79,8.82,0.68,0,2.03,12.81,74501
"25694",63.96,0,18.92,0,0,0,17.12,74521
"25695",67.98,1.98,11.07,0,0,0,18.97,74522
"25696",81.32,1.49,9.35,0.07,0,0.11,7.66,74523
"25697",74.11,4.83,10.56,0.58,0,0.51,9.42,74525
"25698",74.86,0,20,0,0,0,5.14,74528
"25699",74.58,0,2.08,0,0,20,3.33,74530
"25700",82.38,0.11,9.09,0.22,0,0.67,7.52,74531
"25701",78.48,0,12.47,0,0,0.24,8.8,74533
"25702",76.86,0,3.92,0,0,0,19.22,74534
"25703",81,0,1.81,0,0,0,17.19,74535
"25704",68,0,15.57,0,0.22,1.78,14.43,74536
"25705",75.07,0.63,7.69,0.3,0,1.16,15.15,74538
"25706",59.12,0,33.96,0,0,0,6.92,74540
"25707",57.12,0,23.78,0,0,7.6,11.5,74543
"25708",76,2,14,0,0,0.71,7.29,74546
